"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JUN",4.9,"SEL",3,6.63,4.5,1.73,-0.4,0.74,0.69,0.45,0.36,13.9,16.52,9,15.7,-29.4
"JUN",4.9,"WEL",12,5.2,1.6,0.3,-3.6,0.55,0.47,0.12,0.06,13.9,16,4.8,12.6,-54.7
"JUN",4.9,"NUT",40,5.2,0.6,0.3,0.6,0.55,0.5,0.06,0.06,13.9,14.3,3.3,2.4,-63.7
"JUN",4.9,"WLA",11,3.5,1.3,-1.4,-3.6,0.31,0.58,0.1,0.1,13.9,11.4,4.7,-15,-55.3
"JUN",4.9,"SLA",2,2,2,-2.9,-2.9,0.15,0.21,0.15,0.21,13.9,7.9,6.3,-36.1,-45.7
"JUL",4.5,"SEL",6,4.4,2.3,-0.1,-2.2,0.48,0.44,0.18,0.16,13.8,14.85,7.2,6.3,-39.9
"JUL",4.5,"WEL",8,5,1.4,0.5,-2.7,0.58,0.53,0.1,0.09,13.8,13.6,4.5,-1.2,-56.2
"JUL",4.5,"NUT",41,4.7,1.4,0.2,1.4,0.53,0.51,0.1,0.1,13.8,14.4,4,3.6,-59.2
"JUL",4.5,"WLA",9,4,1.8,-0.5,-2.7,0.42,0.58,0.13,0.14,13.8,13.9,4.3,0.6,-57.4
"JUL",4.5,"SLA",2,3.1,2.5,-1.4,-2,0.28,0.37,0.2,0.25,13.8,8.5,5.8,-32,-48.3
"AUG",4.5,"SEL",7,5.49,2.2,0.99,-2.3,0.63,0.48,0.22,0.16,14.1,18.65,6.4,27,-45.7
"AUG",4.5,"WEL",12,5.8,1.8,1.3,-2.9,0.67,0.52,0.18,0.13,14.1,12.9,3.3,-7.1,-64.1
"AUG",4.5,"NUT",34,4.4,1.3,-0.1,1.3,0.48,0.51,0.14,0.16,14.1,14.3,3,1.2,-65.9
"AUG",4.5,"WLA",12,3.9,1.6,-0.6,-2.9,0.42,0.57,0.16,0.15,14.1,14.7,4.5,3.5,-57
"AUG",4.5,"SLA",5,2.8,1.8,-1.7,-2.7,0.28,0.34,0.18,0.17,14.1,8.1,5,-35.6,-54
"SEP",4.8,"SEL",8,4.96,2.7,0.16,-2.1,0.51,0.76,0.33,0.28,18.2,20.39,6.3,10.4,-56.8
"SEP",4.8,"WEL",8,2.8,1.3,-2,-3.9,0.33,0.3,0.23,0.09,18.2,13.7,4.6,-21.5,-64.9
"SEP",4.8,"NUT",36,5.3,1.3,0.5,1.3,0.54,0.5,0.23,0.23,18.2,20.5,3.7,11,-69.2
"SEP",4.8,"WLA",11,6,0.9,1.2,-3.9,0.6,0.6,0.2,0.22,18.2,21.4,5.9,15.3,-58.7
"SEP",4.8,"SLA",5,2.6,1.5,-2.2,-3.3,0.32,0.34,0.24,0.26,18.2,12,4.3,-29.6,-66.4
"OCT",4.8,"SEL",10,8.2,1.5,3.4,-3.3,0.81,0.65,0.19,0.19,22.4,21.71,5.8,-2.8,-66
"OCT",4.8,"WEL",10,4.3,0.2,-0.5,-2.8,0.45,0.37,0.11,0.13,22.4,20.9,6,-6,-65.2
"OCT",4.8,"NUT",30,4.6,0.4,-0.2,0.4,0.48,0.5,0.13,0.09,22.4,24.2,4.3,7.2,-72
"OCT",4.8,"WLA",10,4.8,2,0,-2.8,0.5,0.68,0.23,0.23,22.4,26.1,5,14.7,-69.2
"OCT",4.8,"SLA",8,2.7,1.7,-2.1,-3.1,0.29,0.33,0.21,0.19,22.4,20,4.7,-9.5,-70.4
"NOV",8.6,"SEL",14,7.23,2.1,-1.37,-6.5,0.41,0.53,0.13,0.13,27.8,20.36,6.8,-24.4,-68.7
"NOV",8.6,"WEL",12,6.6,3.1,-2,-5.6,0.37,0.47,0.17,0.19,27.8,26.2,7.5,-5.2,-66.5
"NOV",8.6,"NUT",22,10.6,2,2,2,0.64,0.5,0.13,0.13,27.8,32.7,8.1,16,-64.5
"NOV",8.6,"WLA",11,10.6,3,2,-5.6,0.64,0.65,0.17,0.11,27.8,30.7,3.5,9.5,-79.6
"NOV",8.6,"SLA",11,6.7,1.1,-1.9,-7.5,0.37,0.33,0.1,0.05,27.8,27.6,5.4,-0.7,-73.3
"DEC",9,"SEL",13,6.28,2.2,-2.72,-6.8,0.32,0.34,0.13,0.12,27.4,19.03,6.5,-27.8,-69.3
"DEC",9,"WEL",11,10,2.7,1,-9,0.57,0.61,0.14,0.14,27.4,28.4,5.5,3.3,-72.6
"DEC",9,"NUT",22,9,1.9,0,1.9,0.5,0.5,0.12,0.11,27.4,30.7,8.2,11,-63.7
"DEC",9,"WLA",11,10.7,0,1.7,-9,0.61,0.55,0.06,0.08,27.4,29.6,2.1,7.3,-83.9
"DEC",9,"SLA",9,10.6,1.9,1.6,-7.1,0.61,0.55,0.12,0.12,27.4,27.2,5.3,-0.7,-73.3
