"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",10.2,"SEL",10,6.85,2.5,-3.35,-7.7,0.33,0.42,0.15,0.2,28.8,18.59,5.2,-32.4,-74.8
"JAN",10.2,"WEL",13,9.6,1.7,-0.6,-9.7,0.47,0.58,0.13,0.17,28.8,29,7.8,0.6,-66.6
"JAN",10.2,"NUT",20,13.1,4.2,2.9,4.2,0.65,0.5,0.21,0.15,28.8,33.9,8.2,16.2,-65.3
"JAN",10.2,"WLA",17,9.4,0.5,-0.8,-9.7,0.46,0.48,0.09,0.07,28.8,27.9,5.1,-2.9,-75.1
"JAN",10.2,"SLA",10,10.3,2.4,0.1,-7.8,0.51,0.54,0.15,0.12,28.8,23.6,4.3,-16.5,-77.7
"FEB",8.2,"SEL",9,5.9,1.8,-2.3,-6.4,0.33,0.4,0.11,0.16,26,16.49,6.2,-33.1,-68.9
"FEB",8.2,"WEL",8,8.8,1.1,0.6,-6.6,0.55,0.6,0.09,0.13,26,25.8,8.9,-0.7,-59.5
"FEB",8.2,"NUT",27,8.6,2.1,0.4,2.1,0.53,0.5,0.12,0.12,26,28,5,7,-73
"FEB",8.2,"WLA",16,9.5,1.6,1.3,-6.6,0.6,0.59,0.1,0.08,26,27,4.6,3.5,-74.4
"FEB",8.2,"SLA",8,6.3,1,-1.9,-7.2,0.36,0.34,0.08,0.07,26,29.5,18.1,12.2,-27.5
"MAR",10.4,"SEL",7,5.84,0.9,-4.56,-9.5,0.25,0.37,0.08,0.12,23.2,18.04,10,-19.9,-50.9
"MAR",10.4,"WEL",5,10.6,5,0.2,-7.4,0.51,0.68,0.21,0.31,23.2,23.7,9.2,1.9,-54
"MAR",10.4,"NUT",37,12.2,1.9,1.8,1.9,0.61,0.5,0.1,0.08,23.2,24.7,4.4,5.8,-72.5
"MAR",10.4,"WLA",16,9,3,-1.4,-7.4,0.42,0.54,0.13,0.11,23.2,21.6,3.9,-6.2,-74.4
"MAR",10.4,"SLA",3,7,0.9,-3.4,-9.5,0.31,0.37,0.08,0.05,23.2,29.3,23.2,23.5,0
"APR",7.4,"SEL",2,4.75,3.5,-2.65,-3.9,0.27,0.25,0.18,0.1,17.7,18.83,13.6,5.5,-20.1
"APR",7.4,"WEL",11,6.4,2.8,-1,-7.4,0.41,0.55,0.14,0.06,17.7,18.3,5.8,2.9,-58.2
"APR",7.4,"NUT",41,7.2,1,-0.2,1,0.48,0.5,0.07,0.06,17.7,17.7,3.1,0,-71.4
"APR",7.4,"WLA",14,8.5,0,1.1,-7.4,0.6,0.47,0.04,0.06,17.7,16.1,2.2,-7.8,-75.8
"APR",7.4,"SLA",1,16.2,16.2,8.8,8.8,0.98,0.89,0.98,0.89,17.7,24.3,24.3,32.3,32.3
"MAY",5.4,"SEL",2,7.45,5.6,2.05,0.2,0.76,0.57,0.53,0.36,14.8,18.48,12.4,21,-13.7
"MAY",5.4,"WEL",14,6.7,1.4,1.3,-4.5,0.68,0.48,0.08,0.05,14.8,16.9,4.4,12,-59.3
"MAY",5.4,"NUT",40,5.3,1.5,-0.1,1.5,0.49,0.5,0.08,0.09,14.8,15.2,3.5,2.3,-64.4
"MAY",5.4,"WLA",12,4.1,0.9,-1.3,-4.5,0.32,0.4,0.06,0.06,14.8,11.6,4,-18.2,-61.5
"MAY",5.4,"SLA",1,6.1,6.1,0.7,0.7,0.6,0.72,0.6,0.72,14.8,11.2,10.6,-20.5,-23.9
