"Variable","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANN"
"RF [in]",4.2,3.1,5.3,5.5,5.7,6.4,5.4,5.2,6.3,4.2,3.4,3.1,58
"Min TA [°F]",56.7,56.6,57.2,58.5,59.3,60.1,62,62.7,61.9,61.6,60.5,58.3,59.9
"Mean TA [°F]",64.2,64,64.4,65.8,66.3,66.8,68.9,69.8,69,69.1,67.4,65.4,66.8
"Max TA [°F]",73.7,73.3,73.4,74.2,74.2,74.2,76.7,77.9,77.7,77.4,76,74.4,75.7
"RH [%]",83,83,84,86,86,87,85,84,84,84,83,83,84
"CF [%]",50,60,67,70,65,65,58,54,52,54,55,52,58
"ET [in]",1,1,2,2,2,2,2,2,2,2,1,1,22
"SM [%]",47,47,50,54,54,56,55,53,55,53,48,45,51
"S [W m/2]",150,156,164,173,179,177,184,183,173,161,141,138,165
