,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,58.49665126171741,2.303017766209347,2.303017766209347
1219,1219,2021.0,August,66.23301361419342,2.607598961188718,2.607598961188718
1220,1220,2021.0,September,16.51761079620529,0.6502996376458776,0.6502996376458776
1221,1221,2021.0,October,21.03247172491891,0.8280500679101933,0.8280500679101933
1222,1222,2021.0,November,11.549792323793683,0.4547162332202238,0.4547162332202238
1223,1223,2021.0,December,91.65149256947277,3.608326479113101,3.608326479113101
1224,1224,2022.0,January,18.14819746751052,0.7144959632878157,0.7144959632878157
1225,1225,2022.0,February,20.58641352496304,0.810488721455238,0.810488721455238
1226,1226,2022.0,March,52.04169197920915,2.0488855109924864,2.0488855109924864
1227,1227,2022.0,April,62.7174314561781,2.469190214810161,2.469190214810161
1228,1228,2022.0,May,46.05713417765858,1.8132729991204168,1.8132729991204168
1229,1229,2022.0,June,59.026751004732574,2.323887834831991,2.323887834831991
