"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",9.9,"SEL",10,5.49,0.9,-4.41,-9,0.26,0.44,0.09,0.17,31.8,17.97,4.4,-40,-79.3
"JAN",9.9,"WEL",13,6.8,1.6,-3.1,-5.8,0.32,0.53,0.11,0.2,31.8,28.2,6.8,-10.4,-72.4
"JAN",9.9,"NUT",20,12.1,2.3,2.2,2.3,0.63,0.5,0.13,0.1,31.8,34.3,6.5,7.2,-73.2
"JAN",9.9,"WLA",17,10.3,4.1,0.4,-5.8,0.52,0.43,0.2,0.1,31.8,36.2,11.3,12.7,-59.3
"JAN",9.9,"SLA",10,13.1,3,3.2,-6.9,0.68,0.62,0.15,0.07,31.8,34.6,10.7,8.1,-61.1
"FEB",10.1,"SEL",9,7.37,1.2,-2.73,-8.9,0.36,0.46,0.13,0.22,31.1,20.63,8.2,-30.9,-67.7
"FEB",10.1,"WEL",8,9,1.2,-1.1,-8.3,0.44,0.54,0.13,0.22,31.1,29.2,9.1,-5.6,-65
"FEB",10.1,"NUT",27,9.8,1.5,-0.3,1.5,0.48,0.5,0.13,0.14,31.1,31,7.1,-0.3,-70.9
"FEB",10.1,"WLA",16,12.4,1.8,2.3,-8.3,0.61,0.53,0.14,0.08,31.1,37,9.5,17.4,-63.8
"FEB",10.1,"SLA",8,10.6,1.1,0.5,-9,0.52,0.43,0.12,0.07,31.1,40.5,26.7,27.8,-13
"MAR",11.8,"SEL",7,5.11,2.3,-6.69,-9.5,0.21,0.3,0.13,0.16,28.7,19.46,10.7,-29.4,-57.2
"MAR",11.8,"WEL",5,12.4,4,0.6,-6.4,0.53,0.77,0.17,0.24,28.7,28.6,11.9,-0.3,-53.4
"MAR",11.8,"NUT",37,12.4,2.7,0.6,2.7,0.53,0.5,0.14,0.16,28.7,29.1,8.4,1.3,-64.5
"MAR",11.8,"WLA",16,13.5,5.4,1.7,-6.4,0.58,0.56,0.22,0.1,28.7,32.4,11,11.8,-56.3
"MAR",11.8,"SLA",3,10.9,6.6,-0.9,-5.2,0.46,0.38,0.27,0.14,28.7,38.6,34.3,31.5,17.8
"APR",9.2,"SEL",2,8.15,4.7,-1.05,-4.5,0.42,0.54,0.19,0.16,23.3,25.72,16.3,9.3,-26.9
"APR",9.2,"WEL",11,7.8,3.9,-1.4,-6.9,0.39,0.49,0.15,0.11,23.3,23.5,12.8,0.8,-40.3
"APR",9.2,"NUT",41,8.8,2.9,-0.4,2.9,0.47,0.5,0.11,0.1,23.3,23.2,8.8,-0.4,-55.7
"APR",9.2,"WLA",14,11.1,2.3,1.9,-6.9,0.65,0.48,0.09,0.1,23.3,23.4,7.8,0.4,-59.5
"APR",9.2,"SLA",1,19,19,9.8,9.8,0.97,0.86,0.97,0.86,23.3,32.4,31.9,34.9,33
"MAY",7.7,"SEL",2,6.2,3.7,-1.5,-4,0.34,0.33,0.14,0.16,22.1,26.99,17,19.7,-20.5
"MAY",7.7,"WEL",14,8.4,4,0.7,-4.4,0.58,0.52,0.16,0.17,22.1,24,12.7,7.6,-37.8
"MAY",7.7,"NUT",40,7.9,2.8,0.2,2.8,0.52,0.5,0.09,0.1,22.1,22.6,10,2,-48.7
"MAY",7.7,"WLA",12,7.8,3.3,0.1,-4.4,0.51,0.53,0.11,0.15,22.1,19.9,10.1,-8.9,-48.3
"MAY",7.7,"SLA",1,8.7,8.7,1,1,0.61,0.61,0.61,0.61,22.1,17.3,16.7,-19.3,-21.7
"JUN",6.4,"SEL",3,11.37,7.9,4.97,1.5,0.96,0.83,0.7,0.5,23.3,30.12,16.2,26.2,-27.3
"JUN",6.4,"WEL",12,7.3,4.9,0.9,-4.2,0.63,0.44,0.3,0.21,23.3,25.8,13.1,9.6,-39.2
"JUN",6.4,"NUT",40,6.5,3.1,0.1,3.1,0.51,0.5,0.12,0.08,23.3,23,10.8,-1.2,-48
"JUN",6.4,"WLA",11,4.5,2.2,-1.9,-4.2,0.25,0.51,0.07,0.02,23.3,22.2,10,-4.2,-51.1
"JUN",6.4,"SLA",2,4.7,4.2,-1.7,-2.2,0.27,0.58,0.22,0.41,23.3,14.8,11.9,-32.6,-43.8
"JUL",8,"SEL",6,9.42,5.4,1.42,-2.6,0.67,0.54,0.21,0.19,24.7,28.04,13,12.2,-42.6
"JUL",8,"WEL",8,8.3,3.8,0.3,-3.4,0.54,0.44,0.1,0.1,24.7,25.5,12.1,2.9,-45.9
"JUL",8,"NUT",41,8.2,4.1,0.2,4.1,0.52,0.5,0.11,0.09,24.7,24.4,11.3,-1.1,-48.8
"JUL",8,"WLA",9,7.6,4.6,-0.4,-3.4,0.45,0.69,0.15,0.23,24.7,25,11.8,1.1,-47
"JUL",8,"SLA",2,3.9,3.8,-4.1,-4.2,0.1,0.16,0.1,0.15,24.7,17,11.3,-28,-48.8
"AUG",8.9,"SEL",7,9.33,2.9,0.43,-6,0.54,0.46,0.11,0.07,25.8,28.4,14,9.1,-41.3
"AUG",8.9,"WEL",12,10.2,4.4,1.3,-5.7,0.61,0.53,0.18,0.13,25.8,26.6,13,2.8,-44.8
"AUG",8.9,"NUT",34,8.3,3.6,-0.6,3.6,0.45,0.5,0.14,0.19,25.8,25.4,10.6,-1.4,-53.2
