"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"AUG",8.9,"WLA",12,10.1,3.2,1.2,-5.7,0.6,0.62,0.12,0.07,25.8,26.7,13.1,3.2,-44.5
"AUG",8.9,"SLA",5,6.2,3.9,-2.7,-5,0.29,0.24,0.15,0.1,25.8,21.3,12.1,-15.8,-48
"SEP",7.8,"SEL",8,9.29,4.7,1.49,-3.1,0.66,0.62,0.2,0.24,29.6,32.46,13.9,8.8,-48.5
"SEP",7.8,"WEL",8,7,3.9,-0.8,-3.8,0.41,0.42,0.15,0.18,29.6,25.8,13.8,-11.7,-48.8
"SEP",7.8,"NUT",36,7.9,3.6,0.1,3.6,0.51,0.5,0.13,0.12,29.6,29.6,9.3,0,-62.8
"SEP",7.8,"WLA",11,7.3,4,-0.5,-3.8,0.45,0.52,0.15,0.13,29.6,32,16.3,7.4,-41.1
"SEP",7.8,"SLA",5,6.9,3.6,-0.9,-4.2,0.4,0.46,0.13,0.1,29.6,28,10.7,-4.9,-58.4
"OCT",9.1,"SEL",10,9.78,6.4,0.68,-2.7,0.57,0.54,0.25,0.25,34.2,32.45,11.1,-4.7,-62.5
"OCT",9.1,"WEL",10,9.4,4.7,0.3,-3.2,0.53,0.51,0.13,0.14,34.2,30.4,15.1,-10.3,-51.7
"OCT",9.1,"NUT",30,9.2,3.4,0.1,3.4,0.51,0.5,0.07,0.1,34.2,33.5,9,-1.9,-68.2
"OCT",9.1,"WLA",10,9.3,5.9,0.2,-3.2,0.52,0.59,0.21,0.13,34.2,40.1,15.6,16,-50.3
"OCT",9.1,"SLA",8,8.2,4.6,-0.9,-4.5,0.41,0.42,0.13,0.05,34.2,33.6,12.9,-1.6,-57.6
"NOV",12.7,"SEL",14,13.39,2.8,0.69,-9.9,0.54,0.61,0.07,0.09,35,28.16,5.6,-18.1,-77.9
"NOV",12.7,"WEL",12,9.4,5.2,-3.3,-6.3,0.31,0.37,0.13,0.16,35,27.8,12,-19.1,-60.9
"NOV",12.7,"NUT",22,12.5,2.3,-0.2,2.3,0.49,0.5,0.06,0.1,35,36.4,7.9,3.7,-71.8
"NOV",12.7,"WLA",11,15.4,6.4,2.7,-6.3,0.65,0.58,0.18,0.08,35,41.1,13.8,16.2,-56.2
"NOV",12.7,"SLA",11,12.9,2.5,0.2,-10.2,0.51,0.41,0.07,0.02,35,38.5,11.3,9.3,-62.8
"DEC",12.4,"SEL",13,9.28,1.9,-3.12,-10.5,0.35,0.42,0.09,0.1,32.4,22.14,4,-29.2,-80.8
"DEC",12.4,"WEL",11,11.6,5.2,-0.8,-9.1,0.46,0.55,0.18,0.21,32.4,27.4,8,-14.2,-69.4
"DEC",12.4,"NUT",22,11.8,3.3,-0.6,3.3,0.47,0.5,0.12,0.1,32.4,33.7,7.1,3.7,-72
"DEC",12.4,"WLA",11,15.4,3.3,3,-9.1,0.65,0.51,0.12,0.11,32.4,38.1,9.2,16.2,-66
"DEC",12.4,"SLA",9,12.5,5.8,0.1,-6.6,0.51,0.39,0.2,0.16,32.4,36.2,9.9,10.8,-64
