"Variable","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANN"
"RF [in]",10.1,7.5,13.1,10.8,6.7,7,8.7,6.7,4.4,5.4,9.2,9.4,99
"Min TA [°F]",54,53.8,54.4,55.5,56.7,58.2,59,59.7,59.8,59.1,57.6,55.4,56.9
"Mean TA [°F]",61.3,61,61.6,62.5,63.7,65.4,65.7,66.9,67.2,66.8,64.2,62,64
"Max TA [°F]",70.6,70.1,70.4,70.6,71.6,73.3,73.4,75,76.4,75.4,72.5,70.4,72.3
"RH [%]",83,84,86,88,88,89,87,86,86,86,84,84,86
"CF [%]",45,53,61,56,48,43,38,35,30,43,46,47,45
"ET [in]",2,2,3,3,3,3,4,4,3,3,2,2,36
"SM [%]",64,63,66,68,62,58,60,60,54,52,59,63,61
"S [W m/2]",167,181,193,222,245,258,266,265,261,209,171,155,216
