"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",4.3,"SEL",10,2.45,0.6,-1.85,-3.7,0.31,0.38,0.16,0.2,10.6,6.26,1.7,-32.5,-66.7
"JAN",4.3,"WEL",13,4.2,0.3,-0.1,-4,0.49,0.58,0.14,0.18,10.6,9.4,1.8,-9,-66
"JAN",4.3,"NUT",20,5.8,0.5,1.5,0.5,0.65,0.5,0.16,0.11,10.6,12.2,0.7,12,-74.2
"JAN",4.3,"WLA",17,3.7,0.3,-0.6,-4,0.43,0.44,0.14,0.14,10.6,11.5,1.5,6.7,-68.2
"JAN",4.3,"SLA",10,5.1,0.7,0.8,-3.6,0.58,0.6,0.17,0.17,10.6,10.5,1.2,-0.8,-70.4
"FEB",2.9,"SEL",9,1.54,0.6,-1.36,-2.3,0.28,0.34,0.16,0.18,8.3,4.21,1.3,-37,-63.4
"FEB",2.9,"WEL",8,2.5,0.8,-0.4,-2.3,0.44,0.54,0.19,0.21,8.3,6.7,2,-14.5,-57
"FEB",2.9,"NUT",27,2.9,0.1,0,0.1,0.51,0.51,0.12,0.14,8.3,8.5,0.3,1.8,-72.4
"FEB",2.9,"WLA",16,3.5,0.6,0.6,-2.3,0.61,0.54,0.16,0.13,8.3,9.9,1.5,14.5,-61.6
"FEB",2.9,"SLA",8,2.5,0.1,-0.4,-2.8,0.44,0.37,0.12,0.09,8.3,10.9,6,23.5,-20.8
"MAR",3.4,"SEL",7,2.27,0.5,-1.13,-2.9,0.37,0.47,0.2,0.21,6.8,4.67,1.1,-22.3,-59.7
"MAR",3.4,"WEL",5,2.7,0.7,-0.7,-2.8,0.42,0.54,0.22,0.23,6.8,5.8,1.3,-10.5,-57.6
"MAR",3.4,"NUT",37,3.5,0.1,0.1,0.1,0.51,0.5,0.17,0.17,6.8,7.2,0.3,4.2,-68.1
"MAR",3.4,"WLA",16,4.3,0.6,0.9,-2.8,0.6,0.53,0.21,0.21,6.8,7.2,0.9,4.2,-61.8
"MAR",3.4,"SLA",3,2.9,0.4,-0.5,-3,0.44,0.4,0.19,0.2,6.8,9.4,6.9,27.2,1
"APR",2,"SEL",2,0.4,0.2,-1.6,-1.8,0.2,0.19,0.17,0.15,4.1,3.03,1.1,-15.7,-43.8
"APR",2,"WEL",11,1.5,0.5,-0.5,-1.7,0.4,0.55,0.21,0.22,4.1,3.8,0.8,-4.4,-48.2
"APR",2,"NUT",41,2.1,0.1,0.1,0.1,0.53,0.51,0.16,0.17,4.1,4.4,0.2,4.4,-57
"APR",2,"WLA",14,2.1,0.3,0.1,-1.7,0.53,0.47,0.18,0.14,4.1,3.5,0.3,-8.8,-55.5
"APR",2,"SLA",1,5.5,5.5,3.5,3.5,0.97,0.96,0.97,0.96,4.1,6.7,6.7,38,38
"MAY",1.4,"SEL",2,2,0.4,0.6,-1,0.66,0.61,0.22,0.19,3.1,3.71,0.9,10.4,-37.6
"MAY",1.4,"WEL",14,1.6,0.1,0.2,-1.4,0.55,0.49,0.16,0.14,3.1,3.2,0.5,1.7,-44.5
