"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"MAY",0.7,"NUT",40,0.8,0,0.1,0,0.58,0.5,0.19,0.15,1.2,1.4,0,5.1,-30.4
"MAY",0.7,"WLA",12,0.2,0,-0.5,-0.7,0.27,0.48,0.19,0.19,1.2,0.7,0,-12.7,-30.4
"MAY",0.7,"SLA",1,0,0,-0.7,-0.7,0.19,0.19,0.19,0.19,1.2,0.2,0.1,-25.3,-27.8
"JUN",0.2,"SEL",3,0.3,0.2,0.1,0,0.61,0.67,0.5,0.48,0.8,1.44,0.3,18.1,-14.1
"JUN",0.2,"WEL",12,0.2,0,0,-0.2,0.5,0.48,0.29,0.15,0.8,0.8,0,0,-22.5
"JUN",0.2,"NUT",40,0.2,0,0,0,0.5,0.52,0.29,0.33,0.8,0.9,0,2.9,-22.5
"JUN",0.2,"WLA",11,0.3,0,0.1,-0.2,0.61,0.56,0.29,0.28,0.8,0.7,0,-2.8,-22.5
"JUN",0.2,"SLA",2,0,0,-0.2,-0.2,0.29,0.28,0.29,0.28,0.8,0.2,0.1,-16.9,-19.6
"JUL",0.3,"SEL",6,0.38,0,0.08,-0.3,0.54,0.63,0.25,0.18,1,1.75,0.1,20.1,-23.9
"JUL",0.3,"WEL",8,0.2,0,-0.1,-0.3,0.39,0.4,0.25,0.18,1,0.8,0,-5.4,-26.7
"JUL",0.3,"NUT",41,0.4,0,0.1,0,0.55,0.49,0.25,0.24,1,1.1,0,2.7,-26.7
"JUL",0.3,"WLA",9,0.2,0,-0.1,-0.3,0.39,0.58,0.25,0.22,1,0.8,0,-5.4,-26.7
"JUL",0.3,"SLA",2,0.2,0.1,-0.1,-0.2,0.39,0.58,0.31,0.39,1,0.3,0.2,-18.7,-21.3
"AUG",0.3,"SEL",7,0.76,0.1,0.46,-0.2,0.82,0.67,0.32,0.23,1.3,2.44,0.2,28.2,-27.1
"AUG",0.3,"WEL",12,0.4,0,0.1,-0.3,0.56,0.42,0.25,0.18,1.3,1.5,0,5,-32.1
"AUG",0.3,"NUT",34,0.3,0,0,0,0.48,0.49,0.25,0.26,1.3,1.2,0,-2.4,-32.1
"AUG",0.3,"WLA",12,0.2,0,-0.1,-0.3,0.4,0.6,0.25,0.27,1.3,0.9,0,-9.8,-32.1
"AUG",0.3,"SLA",5,0,0,-0.3,-0.3,0.25,0.27,0.25,0.27,1.3,0.4,0.2,-22.2,-27.1
"SEP",0.4,"SEL",8,0.61,0,0.21,-0.4,0.73,0.67,0.19,0.17,2.8,3.32,0.2,9.3,-46.9
"SEP",0.4,"WEL",8,0.2,0,-0.2,-0.4,0.35,0.31,0.19,0.17,2.8,2.1,0,-12.6,-50.5
"SEP",0.4,"NUT",36,0.4,0,0,0,0.54,0.55,0.19,0.19,2.8,3.2,0,7.2,-50.5
"SEP",0.4,"WLA",11,0.4,0,0,-0.4,0.54,0.61,0.19,0.19,2.8,3,0.1,3.5,-48.7
"SEP",0.4,"SLA",5,0.1,0.1,-0.3,-0.3,0.26,0.28,0.26,0.28,2.8,1.7,0.3,-19.9,-45.1
"OCT",0.6,"SEL",10,1.07,0.1,0.47,-0.5,0.68,0.53,0.31,0.3,4.7,3.95,0.2,-10,-60.4
"OCT",0.6,"WEL",10,0.9,0,0.3,-0.6,0.62,0.49,0.28,0.28,4.7,3.6,0,-14.7,-63.1
"OCT",0.6,"NUT",30,0.5,0,-0.1,0,0.47,0.47,0.28,0.21,4.7,4.9,0,2.7,-63.1
"OCT",0.6,"WLA",10,0.3,0,-0.3,-0.6,0.39,0.53,0.28,0.22,4.7,5.9,0.1,16.1,-61.7
"OCT",0.6,"SLA",8,0.3,0.1,-0.3,-0.5,0.39,0.53,0.31,0.31,4.7,6.1,0.3,18.8,-59.1
"NOV",1.8,"SEL",14,1.64,0.1,-0.16,-1.7,0.47,0.57,0.17,0.21,7.3,4.91,0.2,-23.8,-70.7
"NOV",1.8,"WEL",12,1,0,-0.8,-1.7,0.33,0.41,0.16,0.19,7.3,6,0.2,-12.9,-70.7
"NOV",1.8,"NUT",22,2.3,0,0.5,0,0.62,0.51,0.16,0.13,7.3,8,0.2,7,-70.7
"NOV",1.8,"WLA",11,2.3,0.1,0.5,-1.7,0.62,0.63,0.17,0.15,7.3,8.4,0.3,11,-69.7
"NOV",1.8,"SLA",11,1.3,0.1,-0.5,-1.7,0.4,0.39,0.17,0.15,7.3,10.5,0.6,31.8,-66.7
"DEC",2.3,"SEL",13,1.24,0,-1.06,-2.3,0.33,0.42,0.17,0.2,7.5,3.94,0.3,-34.8,-70.3
"DEC",2.3,"WEL",11,1.7,0,-0.6,-2.3,0.4,0.52,0.17,0.2,7.5,6.7,0.3,-7.8,-70.3
"DEC",2.3,"NUT",22,2.1,0,-0.2,0,0.46,0.51,0.17,0.09,7.5,8.1,0.3,5.8,-70.3
"DEC",2.3,"WLA",11,3.3,0,1,-2.3,0.65,0.49,0.17,0.15,7.5,8.5,0.4,9.8,-69.3
"DEC",2.3,"SLA",9,4.5,0.1,2.2,-2.2,0.81,0.64,0.19,0.16,7.5,10.4,0.5,28.3,-68.3
