"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1921-12","1927-04","32","-0.41","-1.44","-13.14"
"1927-06","1929-11","17","-0.45","-1.36","-7.61"
"1931-01","1932-02","13","-1.14","-1.66","-14.76"
"1933-02","1943-01","70","-0.55","-1.63","-38.31"
"1944-01","1944-03","2","-1.28","-1.42","-2.56"
"1944-05","1946-01","20","-0.69","-2.66","-13.74"
"1946-04","1948-01","20","-0.4","-1.26","-8.01"
"1949-11","1955-01","39","-1.07","-2.62","-41.58"
"1957-02","1961-11","36","-0.68","-1.75","-24.35"
"1962-01","1964-12","14","-0.59","-1.01","-8.28"
"1970-01","1972-12","21","-0.43","-1.42","-8.96"
"1973-02","1974-01","11","-1.6","-1.97","-17.64"
"1975-01","1979-01","47","-0.87","-2.42","-40.84"
"1981-02","1982-01","11","-0.74","-1.09","-8.09"
"1983-03","1985-11","32","-0.64","-1.39","-20.5"
"1986-01","1992-12","22","-0.68","-1.44","-14.87"
"1993-11","1996-09","34","-0.58","-1.74","-19.88"
"1996-10","2002-04","50","-1.54","-2.62","-77.01"
"2003-04","2004-01","9","-0.73","-1.39","-6.54"
"2005-02","2006-03","13","-0.3","-1.08","-3.89"
"2006-09","2007-12","6","-0.39","-1.08","-2.33"
"2008-12","2011-01","17","-1.06","-1.71","-18.09"
"2011-12","2014-03","27","-1.78","-2.49","-48.18"
"2016-02","2019-12","20","-0.26","-0.7","-5.19"
