"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",3.2,"SEL",10,1.85,0.2,-1.35,-3,0.34,0.41,0.19,0.24,6.9,3.67,0.5,-33.5,-66.3
"JAN",3.2,"WEL",13,3.2,0.3,0,-3.2,0.5,0.57,0.19,0.25,6.9,6.1,0.6,-8.3,-65.3
"JAN",3.2,"NUT",20,3.7,0.3,0.5,0.3,0.56,0.51,0.19,0.08,6.9,7.7,0.4,8.3,-67.4
"JAN",3.2,"WLA",17,2.8,0,-0.4,-3.2,0.45,0.42,0.17,0.18,6.9,7.5,0.3,6.2,-68.4
"JAN",3.2,"SLA",10,4.9,0.2,1.7,-3,0.69,0.64,0.19,0.19,6.9,7.2,0.3,3.1,-68.4
"FEB",1.9,"SEL",9,0.59,0.2,-1.31,-1.7,0.24,0.31,0.18,0.22,4.5,2.07,0.5,-33.5,-55.2
"FEB",1.9,"WEL",8,1.8,0.1,-0.1,-1.7,0.48,0.63,0.17,0.2,4.5,3.7,0.4,-11.1,-56.6
"FEB",1.9,"NUT",27,2.2,0.1,0.3,0.1,0.57,0.5,0.17,0.15,4.5,4.7,0.1,2.7,-60.7
"FEB",1.9,"WLA",16,2.3,0.2,0.4,-1.7,0.59,0.57,0.18,0.17,4.5,5.7,0.3,16.5,-58
"FEB",1.9,"SLA",8,1.1,0,-0.8,-1.9,0.33,0.32,0.15,0.14,4.5,7.2,5,37.2,6.9
"MAR",1.8,"SEL",7,1.23,0.1,-0.57,-1.7,0.39,0.51,0.19,0.26,3,2.23,0.5,-13.4,-43.5
"MAR",1.8,"WEL",5,1.1,0.2,-0.7,-1.7,0.36,0.48,0.21,0.28,3,2.4,0.3,-10.4,-47
"MAR",1.8,"NUT",37,1.8,0,0,0,0.5,0.51,0.18,0.13,3,3,0,0,-52.2
"MAR",1.8,"WLA",16,2.4,0.1,0.6,-1.7,0.63,0.54,0.19,0.21,3,3.5,0.1,8.7,-50.4
"MAR",1.8,"SLA",3,1.2,0.1,-0.6,-1.7,0.38,0.36,0.19,0.21,3,6.1,5,54,34.9
"APR",0.8,"SEL",2,0.25,0.2,-0.55,-0.6,0.31,0.31,0.3,0.29,1.3,1.07,0.4,-5.6,-22.2
