"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",6.8,"SEL",10,5.53,1.1,-1.27,-5.7,0.4,0.48,0.12,0.16,21.8,14.81,3.8,-28.5,-73.3
"JAN",6.8,"WEL",13,6,0.8,-0.8,-6.2,0.43,0.52,0.11,0.14,21.8,22.9,6.1,4.5,-64
"JAN",6.8,"NUT",20,8.5,1.2,1.7,1.2,0.64,0.5,0.12,0.1,21.8,24.2,3,9.8,-76.6
"JAN",6.8,"WLA",17,5.5,0.6,-1.3,-6.2,0.39,0.39,0.1,0.06,21.8,22.3,5.4,2.1,-66.8
"JAN",6.8,"SLA",10,8.6,4.3,1.8,-2.5,0.64,0.7,0.3,0.28,21.8,17.6,5.9,-17.1,-64.8
"FEB",6.7,"SEL",9,5.01,0.9,-1.69,-5.8,0.35,0.41,0.09,0.13,21.9,12.38,4.3,-38.6,-71.4
"FEB",6.7,"WEL",8,6.7,1.8,0,-3.3,0.5,0.56,0.13,0.18,21.9,24.3,6.2,9.7,-63.7
"FEB",6.7,"NUT",27,6.7,0.7,0,0.7,0.5,0.5,0.08,0.07,21.9,22,2.4,0.4,-79.1
"FEB",6.7,"WLA",16,8.2,3.4,1.5,-3.3,0.63,0.58,0.22,0.2,21.9,25.1,6.7,13,-61.7
"FEB",6.7,"SLA",8,5.1,0.2,-1.6,-6.5,0.35,0.32,0.07,0.06,21.9,26.8,19.4,19.9,-10.1
"MAR",8.3,"SEL",7,4.27,1.8,-4.03,-6.5,0.25,0.31,0.13,0.16,18.5,11.42,6.9,-33.3,-54.6
"MAR",8.3,"WEL",5,10.2,3.5,1.9,-6.9,0.63,0.75,0.21,0.26,18.5,21.8,5,15.5,-63.5
"MAR",8.3,"NUT",37,9,1.1,0.7,1.1,0.55,0.5,0.11,0.11,18.5,18.7,2.3,0.9,-76.2
"MAR",8.3,"WLA",16,8.6,1.4,0.3,-6.9,0.52,0.56,0.12,0.1,18.5,19.4,3.7,4.2,-69.7
"MAR",8.3,"SLA",3,3.9,1.4,-4.4,-6.9,0.23,0.22,0.12,0.1,18.5,25.4,22.9,32.5,20.7
"APR",6.9,"SEL",2,3.1,1.6,-3.8,-5.3,0.25,0.21,0.17,0.12,11.9,11.12,7.6,-5.3,-29.4
"APR",6.9,"WEL",11,7.4,0.9,0.5,-5,0.54,0.56,0.14,0.09,11.9,13.4,2.4,10.2,-64.9
"APR",6.9,"NUT",41,6.3,0.6,-0.6,0.6,0.46,0.5,0.13,0.08,11.9,11.6,1.4,-2,-71.7
"APR",6.9,"WLA",14,8.3,1.9,1.4,-5,0.6,0.49,0.18,0.22,11.9,11.6,2.7,-2,-62.8
"APR",6.9,"SLA",1,17.8,17.8,10.9,10.9,0.98,0.85,0.98,0.85,11.9,22.3,22.3,71,71
"MAY",3.3,"SEL",2,4.05,3.5,0.75,0.2,0.62,0.48,0.53,0.4,8,11.82,7.3,35.5,-6.5
"MAY",3.3,"WEL",14,4.2,0.6,0.9,-2.9,0.64,0.5,0.12,0.08,8,8.9,2.1,8.4,-54.9
"MAY",3.3,"NUT",40,3.4,0.6,0.1,0.6,0.51,0.5,0.12,0.11,8,8.5,1.7,4.7,-58.6
"MAY",3.3,"WLA",12,2.5,0.4,-0.8,-2.9,0.36,0.51,0.1,0.1,8,5.9,1.7,-19.6,-58.6
"MAY",3.3,"SLA",1,3.7,3.7,0.4,0.4,0.56,0.77,0.56,0.77,8,5.9,5.1,-19.6,-27
"JUN",1.7,"SEL",3,3.97,2.5,2.27,0.8,0.97,0.91,0.74,0.62,7.6,11.67,4.6,39.3,-29
"JUN",1.7,"WEL",12,1.8,0.9,0.1,-1.3,0.52,0.42,0.23,0.19,7.6,8.5,2.9,8.7,-45.4
"JUN",1.7,"NUT",40,1.9,0.2,0.2,0.2,0.55,0.49,0.09,0.06,7.6,7.8,1.6,1.9,-58
"JUN",1.7,"WLA",11,0.8,0.4,-0.9,-1.3,0.21,0.52,0.12,0.08,7.6,6,2.3,-15.4,-51.2
