,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,35.60251172759829,1.401673690062925,1.401673690062925
1219,1219,2021.0,August,41.16058148717034,1.6204953341405646,1.6204953341405646
1220,1220,2021.0,September,38.91603706856451,1.5321274436442722,1.5321274436442722
1221,1221,2021.0,October,4.138577342738767,0.1629361158558569,0.1629361158558569
1222,1222,2021.0,November,7.246750538165752,0.2853051392978643,0.2853051392978643
1223,1223,2021.0,December,91.33204059487969,3.595749629719673,3.595749629719673
1224,1224,2022.0,January,9.812896660799105,0.3863345142046892,0.3863345142046892
1225,1225,2022.0,February,12.18099690047947,0.4795668071054909,0.4795668071054909
1226,1226,2022.0,March,29.04834567865677,1.1436356566400303,1.1436356566400303
1227,1227,2022.0,April,51.40392700737045,2.0237766538334823,2.0237766538334823
1228,1228,2022.0,May,33.04571916930069,1.3010125657204996,1.3010125657204996
1229,1229,2022.0,June,56.1705109410032,2.2114374386221733,2.2114374386221733
