"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",4.8,"SEL",10,3.35,0.8,-1.45,-4,0.34,0.43,0.12,0.19,13.2,8.13,1.9,-31.8,-70.9
"JAN",4.8,"WEL",13,4.6,0.7,-0.2,-4.4,0.48,0.56,0.12,0.18,13.2,13.9,3.8,4.4,-58.9
"JAN",4.8,"NUT",20,5.3,1.2,0.5,1.2,0.56,0.5,0.15,0.09,13.2,14.1,2.1,5.7,-69.6
"JAN",4.8,"WLA",17,4.2,0.4,-0.6,-4.4,0.43,0.39,0.1,0.09,13.2,13.6,3.5,2.5,-60.8
"JAN",4.8,"SLA",10,6.8,2,2,-2.8,0.72,0.68,0.21,0.18,13.2,13.5,2.7,1.9,-65.8
"FEB",3.9,"SEL",9,2.29,0.2,-1.61,-3.7,0.27,0.36,0.08,0.12,12.2,6.03,2.1,-41.3,-67.6
"FEB",3.9,"WEL",8,4,1.1,0.1,-2.1,0.51,0.62,0.15,0.2,12.2,13.1,4.1,6,-54.2
"FEB",3.9,"NUT",27,4,0.4,0.1,0.4,0.51,0.51,0.09,0.11,12.2,12.2,1.1,0,-74.2
"FEB",3.9,"WLA",16,4.4,1.8,0.5,-2.1,0.57,0.51,0.21,0.15,12.2,14.2,3.7,13.4,-56.9
"FEB",3.9,"SLA",8,4,0.2,0.1,-3.7,0.51,0.44,0.08,0.04,12.2,17.8,11.8,37.5,-2.7
"MAR",4.5,"SEL",7,2.49,0.9,-2.01,-3.6,0.22,0.34,0.09,0.16,10.6,6.64,4.5,-29.7,-45.7
"MAR",4.5,"WEL",5,5.3,2,0.8,-3.2,0.61,0.73,0.17,0.27,10.6,11.9,3.2,9.7,-55.5
"MAR",4.5,"NUT",37,4.8,0.5,0.3,0.5,0.54,0.5,0.07,0.06,10.6,10.5,1,-0.8,-71.9
"MAR",4.5,"WLA",16,5,1.3,0.5,-3.2,0.57,0.56,0.11,0.1,10.6,11.5,2.2,6.7,-62.9
"MAR",4.5,"SLA",3,2.7,0.5,-1.8,-4,0.25,0.22,0.07,0.05,10.6,16.2,14,42,25.4
"APR",3.8,"SEL",2,1.25,1,-2.55,-2.8,0.24,0.16,0.22,0.14,7.5,6.72,4.8,-7.6,-26.3
"APR",3.8,"WEL",11,3.8,1,0,-3.2,0.5,0.56,0.22,0.14,7.5,8.1,1.8,5.8,-55.6
"APR",3.8,"NUT",41,3.4,0.2,-0.4,0.2,0.46,0.49,0.16,0.05,7.5,7.3,0.7,-2,-66.4
