"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"APR",3.8,"WLA",14,4.8,0.6,1,-3.2,0.61,0.49,0.18,0.25,7.5,7.1,1.1,-3.9,-62.4
"APR",3.8,"SLA",1,11.1,11.1,7.3,7.3,0.98,0.83,0.98,0.83,7.5,14.4,14.4,67.3,67.3
"MAY",2.3,"SEL",2,2.9,2.6,0.6,0.3,0.65,0.52,0.58,0.45,6,8.2,4.6,25.1,-16
"MAY",2.3,"WEL",14,2.8,0.2,0.5,-2,0.62,0.5,0.1,0.07,6,6.3,1.4,3.4,-52.6
"MAY",2.3,"NUT",40,2.3,0.3,0,0.3,0.5,0.51,0.11,0.11,6,6.3,1.3,3.4,-53.8
"MAY",2.3,"WLA",12,1.7,0.3,-0.6,-2,0.36,0.48,0.11,0.1,6,4.4,1.3,-18.3,-53.8
"MAY",2.3,"SLA",1,2.4,2.4,0.1,0.1,0.53,0.7,0.53,0.7,6,4.4,3.7,-18.3,-26.3
"JUN",1.4,"SEL",3,2.57,1.2,1.17,-0.2,0.88,0.81,0.41,0.36,5.9,7.97,2.5,24,-39.3
"JUN",1.4,"WEL",12,1.5,0.6,0.1,-1.2,0.53,0.46,0.2,0.18,5.9,6.1,2.1,2.3,-43.9
"JUN",1.4,"NUT",40,1.6,0.2,0.2,0.2,0.57,0.49,0.11,0.07,5.9,6,1.4,1.2,-52
"JUN",1.4,"WLA",11,0.6,0.2,-0.8,-1.2,0.2,0.4,0.11,0.05,5.9,5,2,-10.4,-45.1
"JUN",1.4,"SLA",2,0.9,0.9,-0.5,-0.5,0.3,0.78,0.3,0.78,5.9,3.5,1.7,-27.8,-48.6
"JUL",2.3,"SEL",6,2.73,0.8,0.43,-1.5,0.64,0.61,0.12,0.1,5.9,6.67,1.8,8.9,-47.4
"JUL",2.3,"WEL",8,2,0.6,-0.3,-1.5,0.41,0.38,0.09,0.08,5.9,5.6,1.6,-3.5,-49.7
"JUL",2.3,"NUT",41,2.4,0.8,0.1,0.8,0.54,0.5,0.12,0.1,5.9,6,1.3,1.2,-53.2
"JUL",2.3,"WLA",9,2.1,0.8,-0.2,-1.5,0.44,0.63,0.12,0.18,5.9,6,2.4,1.2,-40.5
"JUL",2.3,"SLA",2,1.1,0.4,-1.2,-1.9,0.17,0.26,0.06,0.09,5.9,3.6,1.5,-26.6,-50.9
"AUG",2.2,"SEL",7,2.67,0.5,0.47,-1.7,0.62,0.5,0.12,0.13,6.2,7.05,2.1,9.5,-45.8
"AUG",2.2,"WEL",12,2.6,0.9,0.4,-1.2,0.61,0.49,0.18,0.18,6.2,5.8,1.7,-4.5,-50.3
"AUG",2.2,"NUT",34,2,0.4,-0.2,0.4,0.44,0.5,0.11,0.11,6.2,6.1,0.6,-1.1,-62.6
"AUG",2.2,"WLA",12,2.3,1,0.1,-1.2,0.52,0.57,0.2,0.15,6.2,6.8,2.5,6.7,-41.4
"AUG",2.2,"SLA",5,1.5,0.4,-0.7,-1.8,0.31,0.29,0.11,0.06,6.2,4.9,2.2,-14.6,-44.7
"SEP",1.4,"SEL",8,1.27,0.5,-0.13,-0.9,0.45,0.61,0.22,0.19,8.2,8.52,2.1,2.9,-55.7
"SEP",1.4,"WEL",8,1,0.1,-0.4,-0.8,0.36,0.45,0.13,0.07,8.2,6.3,2.7,-17.4,-50.3
"SEP",1.4,"NUT",36,1.6,0.1,0.2,0.1,0.56,0.49,0.13,0.14,8.2,8.7,1.3,4.6,-63.1
"SEP",1.4,"WLA",11,1.6,0.6,0.2,-0.8,0.56,0.62,0.24,0.21,8.2,9.9,3.4,15.5,-43.9
"SEP",1.4,"SLA",5,1,0.7,-0.4,-0.7,0.36,0.36,0.27,0.24,8.2,6.8,3.2,-12.8,-45.7
"OCT",2.6,"SEL",10,3.11,1.1,0.51,-1.5,0.63,0.63,0.19,0.17,11.7,11.23,3.4,-3.3,-57.5
"OCT",2.6,"WEL",10,2.2,0.7,-0.4,-1.7,0.41,0.4,0.13,0.11,11.7,10.1,3.1,-11.1,-59.5
"OCT",2.6,"NUT",30,2.5,0.1,-0.1,0.1,0.48,0.49,0.07,0.1,11.7,11.7,2.4,0,-64.4
"OCT",2.6,"WLA",10,2.9,0.9,0.3,-1.7,0.58,0.58,0.16,0.12,11.7,14.6,3.3,20.1,-58.1
"OCT",2.6,"SLA",8,2.4,1.1,-0.2,-1.5,0.46,0.45,0.19,0.15,11.7,11.6,3,-0.7,-60.2
"NOV",4.2,"SEL",14,4.14,0.5,-0.06,-3.7,0.5,0.59,0.07,0.06,13.9,11.47,3.1,-14.6,-64.9
"NOV",4.2,"WEL",12,3.1,1.9,-1.1,-2.3,0.34,0.39,0.18,0.2,13.9,12.5,3.1,-8.4,-64.9
"NOV",4.2,"NUT",22,4.6,1.1,0.4,1.1,0.57,0.5,0.11,0.09,13.9,14.5,3.5,3.6,-62.5
"NOV",4.2,"WLA",11,5.4,1.9,1.2,-2.3,0.69,0.65,0.18,0.2,13.9,15.9,2.8,12,-66.7
"NOV",4.2,"SLA",11,3.4,1.4,-0.8,-2.8,0.38,0.38,0.14,0.16,13.9,16,3.9,12.6,-60.1
"DEC",4.9,"SEL",13,3.98,1.8,-0.92,-3.1,0.37,0.4,0.13,0.09,13.6,9.62,2.8,-24.4,-66.1
"DEC",4.9,"WEL",11,4.8,0.5,-0.1,-4.4,0.49,0.56,0.05,0.02,13.6,13.4,2.3,-1.2,-69.1
"DEC",4.9,"NUT",22,4.6,1.2,-0.3,1.2,0.46,0.5,0.09,0.04,13.6,13.9,2.8,1.8,-66.1
"DEC",4.9,"WLA",11,6.3,0.5,1.4,-4.4,0.7,0.57,0.05,0.08,13.6,14.9,2.7,7.9,-66.7
"DEC",4.9,"SLA",9,5.8,0.5,0.9,-4.4,0.63,0.51,0.05,0.08,13.6,16.6,2.7,18.3,-66.7
