,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,3.674509427049658,0.144665725474396,0.144665725474396
1219,1219,2021.0,August,2.8255513978528453,0.1112421810178285,0.1112421810178285
1220,1220,2021.0,September,3.2179754828358744,0.1266919481431446,0.1266919481431446
1221,1221,2021.0,October,5.718370966858917,0.225132715230666,0.225132715230666
1222,1222,2021.0,November,7.64038879268772,0.3008027083735323,0.3008027083735323
1223,1223,2021.0,December,124.01807080782376,4.882601212906447,4.882601212906447
1224,1224,2022.0,January,6.079345425406655,0.2393443080868761,0.2393443080868761
1225,1225,2022.0,February,8.36781535567818,0.3294415494361488,0.3294415494361488
1226,1226,2022.0,March,5.421744957075014,0.213454525869095,0.213454525869095
1227,1227,2022.0,April,3.401334604064187,0.1339108111836294,0.1339108111836294
1228,1228,2022.0,May,6.753606631205632,0.2658900248506154,0.2658900248506154
1229,1229,2022.0,June,6.551529790018941,0.2579342437015331,0.2579342437015331
