,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,20.552506728990544,0.8091538082279742,0.8091538082279742
1219,1219,2021.0,August,74.55348812757865,2.935176697936168,2.935176697936168
1220,1220,2021.0,September,48.32170418733676,1.9024292987140456,1.9024292987140456
1221,1221,2021.0,October,52.56373220364723,2.069438275734143,2.069438275734143
1222,1222,2021.0,November,38.10159140366774,1.5000626536877064,1.5000626536877064
1223,1223,2021.0,December,466.259987735184,18.35669243051905,18.35669243051905
1224,1224,2022.0,January,16.15953052114453,0.6362019890214382,0.6362019890214382
1225,1225,2022.0,February,40.44878522884211,1.5924718594032328,1.5924718594032328
1226,1226,2022.0,March,28.96499608959672,1.1403541767557763,1.1403541767557763
1227,1227,2022.0,April,29.82890476136518,1.1743663291876056,1.1743663291876056
1228,1228,2022.0,May,94.65039127959302,3.7263933574642927,3.7263933574642927
1229,1229,2022.0,June,101.95898146318966,4.014133128472034,4.014133128472034
