"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",3.5,"SEL",10,2.14,0.4,-1.36,-3.1,0.34,0.4,0.17,0.22,8.5,4.64,0.8,-34.3,-68.5
"JAN",3.5,"WEL",13,3.8,0.4,0.3,-3.3,0.54,0.59,0.17,0.22,8.5,8.1,1.3,-3.6,-64
"JAN",3.5,"NUT",20,4.2,0.4,0.7,0.4,0.59,0.5,0.17,0.07,8.5,9.7,0.9,10.7,-67.6
"JAN",3.5,"WLA",17,3,0.2,-0.5,-3.3,0.44,0.44,0.15,0.17,8.5,8.9,0.6,3.6,-70.2
"JAN",3.5,"SLA",10,4.5,1.1,1,-2.4,0.62,0.61,0.23,0.24,8.5,8.1,1.2,-3.6,-64.9
"FEB",2.4,"SEL",9,1.03,0.2,-1.37,-2.2,0.24,0.32,0.13,0.18,6.6,2.95,0.7,-39,-63.1
"FEB",2.4,"WEL",8,2.5,0.4,0.1,-2.2,0.51,0.63,0.15,0.21,6.6,5.6,1,-10.7,-59.9
"FEB",2.4,"NUT",27,2.6,0.4,0.2,0.4,0.53,0.49,0.15,0.14,6.6,6.9,0.5,3.2,-65.3
"FEB",2.4,"WLA",16,3,0.2,0.6,-2.2,0.61,0.58,0.13,0.11,6.6,8,0.4,15,-66.3
"FEB",2.4,"SLA",8,1.7,0,-0.7,-2.4,0.36,0.33,0.11,0.09,6.6,10.3,6.8,39.6,2.1
"MAR",2.6,"SEL",7,1.47,0.2,-1.13,-2.4,0.31,0.47,0.14,0.2,4.8,3.52,1.1,-17,-49
"MAR",2.6,"WEL",5,1.8,0.5,-0.8,-2.4,0.36,0.55,0.17,0.25,4.8,3.8,0.6,-13.2,-55.6
"MAR",2.6,"NUT",37,2.9,0.1,0.3,0.1,0.55,0.5,0.13,0.1,4.8,5,0.1,2.7,-62.3
"MAR",2.6,"WLA",16,2.9,0.2,0.3,-2.4,0.55,0.53,0.14,0.16,4.8,5.2,0.2,5.3,-61
"MAR",2.6,"SLA",3,1.9,0.1,-0.7,-2.5,0.38,0.38,0.13,0.15,4.8,8.8,7,53,29.1
"APR",1.6,"SEL",2,0.45,0.3,-1.15,-1.3,0.31,0.27,0.28,0.23,2.3,2.12,0.9,-3.6,-27.7
"APR",1.6,"WEL",11,1.3,0.1,-0.3,-1.6,0.45,0.55,0.25,0.18,2.3,2.1,0.1,-4,-43.6
"APR",1.6,"NUT",41,1.4,0,-0.2,0,0.47,0.5,0.24,0.2,2.3,2.2,0,-2,-45.6
"APR",1.6,"WLA",14,2.1,0,0.5,-1.6,0.6,0.48,0.24,0.26,2.3,2.4,0,1.9,-45.6
"APR",1.6,"SLA",1,6.7,6.7,5.1,5.1,0.99,0.9,0.99,0.9,2.3,6.9,6.9,91,91
"MAY",0.6,"SEL",2,1.6,0.6,1,0,0.91,0.81,0.49,0.42,1,1.99,0.6,26.5,-10.6
"MAY",0.6,"WEL",14,0.7,0,0.1,-0.6,0.54,0.46,0.2,0.19,1,1,0,0,-26.7
"MAY",0.6,"NUT",40,0.7,0,0.1,0,0.54,0.51,0.2,0.17,1,1.1,0,2.7,-26.7
"MAY",0.6,"WLA",12,0.2,0,-0.4,-0.6,0.28,0.45,0.2,0.18,1,0.5,0,-13.3,-26.7
"MAY",0.6,"SLA",1,0.2,0.2,-0.4,-0.4,0.28,0.45,0.28,0.45,1,0.2,0.2,-21.3,-21.3
"JUN",0.1,"SEL",3,0.07,0,-0.03,-0.1,0.42,0.44,0.31,0.24,0.7,1.08,0,11,-20.3
"JUN",0.1,"WEL",12,0.1,0,0,-0.1,0.46,0.54,0.31,0.24,0.7,0.7,0,0,-20.3
"JUN",0.1,"NUT",40,0.1,0,0,0,0.46,0.44,0.31,0.31,0.7,0.7,0,0,-20.3
"JUN",0.1,"WLA",11,0.1,0,0,-0.1,0.46,0.5,0.31,0.33,0.7,0.5,0,-5.8,-20.3
"JUN",0.1,"SLA",2,0,0,-0.1,-0.1,0.31,0.33,0.31,0.33,0.7,0.1,0,-17.3,-20.3
"JUL",0.3,"SEL",6,0.32,0,0.02,-0.3,0.6,0.61,0.19,0.15,0.8,1.53,0,20.6,-22.5
"JUL",0.3,"WEL",8,0.2,0,-0.1,-0.3,0.43,0.41,0.19,0.15,0.8,0.7,0,-2.8,-22.5
"JUL",0.3,"NUT",41,0.3,0,0,0,0.57,0.5,0.19,0.18,0.8,0.9,0,2.9,-22.5
"JUL",0.3,"WLA",9,0.2,0,-0.1,-0.3,0.43,0.71,0.19,0.22,0.8,0.6,0,-5.5,-22.5
"JUL",0.3,"SLA",2,0,0,-0.3,-0.3,0.19,0.22,0.19,0.22,0.8,0.2,0,-16.9,-22.5
"AUG",0.3,"SEL",7,0.69,0,0.39,-0.3,0.81,0.63,0.23,0.2,1.5,2.94,0.1,33.9,-32.9
"AUG",0.3,"WEL",12,0.4,0,0.1,-0.3,0.57,0.44,0.23,0.2,1.5,1.5,0.1,0,-32.9
"AUG",0.3,"NUT",34,0.3,0,0,0,0.48,0.49,0.23,0.21,1.5,1.8,0,7,-35.3
"AUG",0.3,"WLA",12,0.2,0,-0.1,-0.3,0.39,0.61,0.23,0.18,1.5,1.1,0,-9.4,-35.3
"AUG",0.3,"SLA",5,0.1,0,-0.2,-0.3,0.3,0.38,0.23,0.18,1.5,0.5,0,-23.5,-35.3
"SEP",0.2,"SEL",8,0.52,0,0.32,-0.2,0.8,0.71,0.23,0.27,3.3,4.32,0.2,16.8,-51.3
"SEP",0.2,"WEL",8,0.1,0,-0.1,-0.2,0.33,0.35,0.23,0.27,3.3,2.5,0.2,-13.3,-51.3
"SEP",0.2,"NUT",36,0.3,0,0.1,0,0.56,0.53,0.23,0.16,3.3,4.2,0.1,14.8,-52.9
"SEP",0.2,"WLA",11,0.2,0,0,-0.2,0.44,0.6,0.23,0.29,3.3,3.9,0.3,9.9,-49.6
"SEP",0.2,"SLA",5,0.1,0,-0.1,-0.2,0.33,0.44,0.23,0.29,3.3,1.7,0.1,-26.5,-52.9
"OCT",1,"SEL",10,1.73,0.1,0.73,-0.9,0.69,0.61,0.26,0.22,6.3,5.95,0.4,-3.9,-65.2
"OCT",1,"WEL",10,1,0.1,0,-1,0.49,0.42,0.26,0.22,6.3,5.1,0.3,-13.3,-66.3
"OCT",1,"NUT",30,1.2,0,0.2,0,0.55,0.5,0.23,0.23,6.3,6.6,0.2,3.3,-67.4
"OCT",1,"WLA",10,0.7,0,-0.3,-1,0.41,0.64,0.23,0.2,6.3,8.9,0.4,28.8,-65.2
"OCT",1,"SLA",8,0.3,0,-0.7,-1,0.3,0.37,0.23,0.2,6.3,6.3,0.2,0,-67.4
"NOV",2.1,"SEL",14,2.07,0.1,-0.03,-2,0.49,0.56,0.17,0.2,8.8,6.36,0.7,-21.1,-70.1
"NOV",2.1,"WEL",12,1.4,0.1,-0.7,-1.8,0.36,0.43,0.17,0.2,8.8,7.9,0.6,-7.8,-71
"NOV",2.1,"NUT",22,2.7,0.1,0.6,0.1,0.6,0.51,0.17,0.11,8.8,9.6,0.6,6.9,-71
"NOV",2.1,"WLA",11,3,0.3,0.9,-1.8,0.66,0.66,0.19,0.2,8.8,11.2,0.6,20.8,-71
"NOV",2.1,"SLA",11,1.3,0.1,-0.8,-2,0.34,0.36,0.17,0.18,8.8,10.5,1.3,14.7,-65
"DEC",3.2,"SEL",13,2.15,0.2,-1.05,-3,0.36,0.42,0.15,0.14,9.1,5.32,0.8,-31.9,-70.1
"DEC",3.2,"WEL",11,2.7,0.1,-0.5,-3.1,0.43,0.52,0.14,0.13,9.1,9,0.9,-0.8,-69.2
"DEC",3.2,"NUT",22,2.7,0.1,-0.5,0.1,0.43,0.49,0.14,0.06,9.1,9.5,0.9,3.4,-69.2
"DEC",3.2,"WLA",11,5.2,0.1,2,-3.1,0.75,0.58,0.14,0.14,9.1,11.2,0.5,17.7,-72.6
"DEC",3.2,"SLA",9,4.7,0.1,1.5,-3.1,0.69,0.53,0.14,0.14,9.1,10.9,1.2,15.2,-66.7
