,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,5.874370255313077,0.2312744195005148,0.2312744195005148
1219,1219,2021.0,August,5.874553782599313,0.2312816449842249,0.2312816449842249
1220,1220,2021.0,September,6.469029426574707,0.254686197896642,0.254686197896642
1221,1221,2021.0,October,6.265189055558089,0.2466609864392948,0.2466609864392948
1222,1222,2021.0,November,8.57365233033568,0.3375453673360504,0.3375453673360504
1223,1223,2021.0,December,159.2191688621437,6.268471215045028,6.268471215045028
1224,1224,2022.0,January,5.5796707174280185,0.219672075489292,0.219672075489292
1225,1225,2022.0,February,9.889980132763204,0.3893692965654804,0.3893692965654804
1226,1226,2022.0,March,4.145123975617545,0.1631938573077773,0.1631938573077773
1227,1227,2022.0,April,3.325820210215809,0.1309378035518035,0.1309378035518035
1228,1228,2022.0,May,11.669780901500156,0.4594401929724471,0.4594401929724471
1229,1229,2022.0,June,21.982529535398378,0.8654539187164716,0.8654539187164716
