"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1920-12","1927-04","32","-0.92","-1.87","-29.57"
"1928-12","1935-03","55","-0.51","-1.68","-27.85"
"1936-06","1943-03","42","-0.52","-1.39","-22.03"
"1944-01","1945-04","15","-0.96","-1.35","-14.36"
"1946-06","1954-11","65","-0.49","-1.62","-31.78"
"1955-05","1962-03","36","-0.58","-1.62","-20.73"
"1962-12","1963-04","4","-0.9","-1.03","-3.6"
"1964-04","1971-01","26","-0.64","-1.5","-16.56"
"1972-04","1974-02","20","-0.99","-1.94","-19.89"
"1975-12","1978-12","26","-0.74","-1.41","-19.33"
"1981-03","1985-10","37","-0.55","-1.22","-20.38"
"1985-12","1986-07","7","-0.36","-1.02","-2.5"
"1987-04","1987-12","8","-0.46","-1.05","-3.69"
"1988-12","1993-03","17","-0.62","-1.37","-10.46"
"1993-09","1996-03","11","-0.59","-1.31","-6.51"
"1998-02","2002-01","47","-0.93","-2.03","-43.89"
"2003-01","2004-03","14","-2.03","-3.41","-28.46"
"2005-05","2007-12","17","-0.38","-1.05","-6.4"
"2008-01","2015-08","90","-1.38","-3.42","-124.1"
"2016-09","2018-02","17","-0.84","-1.88","-14.2"
"2019-10","2019-12","2","-0.28","-0.37","-0.56"
