"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"MAR",6.9,"SLA",3,5.8,0.9,-1.1,-6,0.43,0.35,0.17,0.1,16.2,17.3,12.4,5.8,-20.1
"APR",5.4,"SEL",2,2.9,1.4,-2.5,-4,0.28,0.35,0.17,0.14,11,9.53,5.9,-10.7,-37.1
"APR",5.4,"WEL",11,3.9,1.4,-1.5,-4.6,0.36,0.54,0.17,0.14,11,11,3.3,0,-56
"APR",5.4,"NUT",41,5.4,1.1,0,1.1,0.5,0.5,0.16,0.18,11,11.2,1.4,1.5,-69.8
"APR",5.4,"WLA",14,6.4,0.8,1,-4.6,0.6,0.49,0.14,0.07,11,10.4,1.5,-4.4,-69.1
"APR",5.4,"SLA",1,9.2,9.2,3.8,3.8,0.82,0.76,0.82,0.76,11,12.1,12.1,8,8
"MAY",3.9,"SEL",2,3,2.2,-0.9,-1.7,0.37,0.3,0.26,0.2,8.3,9.98,6.1,15.2,-19.9
"MAY",3.9,"WEL",14,4.5,1.7,0.6,-3.5,0.6,0.53,0.2,0.15,8.3,10.2,2.2,17.2,-55.2
"MAY",3.9,"NUT",40,4.3,0.1,0.4,0.1,0.57,0.5,0.07,0.08,8.3,8.7,0.7,3.6,-68.8
"MAY",3.9,"WLA",12,2.8,0.4,-1.1,-3.5,0.34,0.52,0.09,0.11,8.3,6.1,1.7,-19.9,-59.7
"MAY",3.9,"SLA",1,2.3,2.3,-1.6,-1.6,0.27,0.42,0.27,0.42,8.3,3.7,3.4,-41.6,-44.4
"JUN",1.7,"SEL",3,3.63,2.3,1.93,0.6,0.94,0.69,0.69,0.39,8.5,12.15,5.5,32.4,-26.7
"JUN",1.7,"WEL",12,2.6,0.2,0.9,-1.4,0.77,0.46,0.12,0.07,8.5,11.2,1.6,24,-61.3
"JUN",1.7,"NUT",40,1.5,0.2,-0.2,0.2,0.44,0.52,0.12,0.09,8.5,8.3,0.9,-1.8,-67.6
"JUN",1.7,"WLA",11,1.2,0.3,-0.5,-1.4,0.35,0.61,0.14,0.11,8.5,7,1.6,-13.3,-61.3
"JUN",1.7,"SLA",2,0.6,0.6,-1.1,-1.1,0.2,0.24,0.2,0.24,8.5,2.3,1.1,-55.1,-65.8
"JUL",2.7,"SEL",6,3.35,1.6,0.65,-1.1,0.61,0.51,0.31,0.28,10.4,13.88,5,26.4,-41.1
"JUL",2.7,"WEL",8,3.1,0.3,0.4,-1.7,0.57,0.48,0.14,0.15,10.4,11.2,2,6.1,-63.9
"JUL",2.7,"NUT",41,2.9,0.4,0.2,0.4,0.53,0.49,0.15,0.12,10.4,10.7,1.9,2.3,-64.7
"JUL",2.7,"WLA",9,2.1,1,-0.6,-1.7,0.39,0.7,0.22,0.31,10.4,8.9,2.5,-11.4,-60.1
"JUL",2.7,"SLA",2,0.8,0.5,-1.9,-2.2,0.19,0.25,0.16,0.17,10.4,4.1,0.7,-47.9,-73.8
"AUG",4.1,"SEL",7,5.17,1.6,1.07,-2.5,0.61,0.48,0.27,0.17,13.3,15.98,5.3,16.7,-49.9
"AUG",4.1,"WEL",12,5.5,1.1,1.4,-3.8,0.64,0.51,0.23,0.14,13.3,15.4,3.3,13.1,-62.3
"AUG",4.1,"NUT",34,3.9,0.3,-0.2,0.3,0.48,0.5,0.18,0.22,13.3,14.1,2.2,5,-69.2
"AUG",4.1,"WLA",12,3.7,0.3,-0.4,-3.8,0.47,0.63,0.18,0.15,13.3,11,2.2,-14.3,-69.2
"AUG",4.1,"SLA",5,0.9,0,-3.2,-4.1,0.22,0.22,0.16,0.13,13.3,6.7,1.3,-41.1,-74.8
"SEP",3.6,"SEL",8,5.36,1.8,1.76,-1.8,0.76,0.71,0.23,0.26,15.6,16.58,3.9,5.3,-63.8
"SEP",3.6,"WEL",8,2.6,0.6,-1,-2.4,0.34,0.35,0.11,0.14,15.6,13.5,2.6,-11.5,-70.8
"SEP",3.6,"NUT",36,3.9,1.2,0.3,1.2,0.54,0.5,0.16,0.15,15.6,18,2.6,13.1,-70.8
"SEP",3.6,"WLA",11,3.1,1.2,-0.5,-2.4,0.41,0.6,0.16,0.11,15.6,15.9,3,1.6,-68.7
"SEP",3.6,"SLA",5,2.4,0.2,-1.2,-3.4,0.31,0.38,0.08,0.02,15.6,10.8,2.7,-26.2,-70.3
"OCT",5.6,"SEL",10,5.45,1.9,-0.15,-3.7,0.49,0.45,0.21,0.23,18.2,14.57,2.8,-17.3,-73.5
"OCT",5.6,"WEL",10,7.3,1.6,1.7,-4.9,0.65,0.57,0.2,0.22,18.2,14.9,2,-15.8,-77.3
"OCT",5.6,"NUT",30,6.3,0.7,0.7,0.7,0.56,0.5,0.15,0.1,18.2,20.9,2.6,12.9,-74.5
"OCT",5.6,"WLA",10,4.2,0.7,-1.4,-4.9,0.38,0.57,0.15,0.15,18.2,18.8,2.3,2.9,-75.9
"OCT",5.6,"SLA",8,3.4,1.1,-2.2,-4.5,0.32,0.46,0.17,0.18,18.2,18.1,3.8,-0.5,-68.7
"NOV",6.4,"SEL",14,5.77,0.2,-0.63,-6.2,0.46,0.61,0.12,0.1,19.4,12.15,1.3,-32.7,-81.7
"NOV",6.4,"WEL",12,3.6,0.4,-2.8,-5.3,0.3,0.37,0.13,0.11,19.4,13,0.9,-28.9,-83.5
"NOV",6.4,"NUT",22,7.8,0.7,1.4,0.7,0.61,0.5,0.14,0.15,19.4,23.6,2.3,19,-77.2
"NOV",6.4,"WLA",11,8.6,1.1,2.2,-5.3,0.67,0.66,0.16,0.09,19.4,21.3,2.1,8.6,-78.1
"NOV",6.4,"SLA",11,5,1.4,-1.4,-5,0.4,0.34,0.17,0.11,19.4,23,3.4,16.2,-72.2
"DEC",6.2,"SEL",13,3.35,0.7,-2.85,-5.5,0.31,0.41,0.16,0.25,17.8,7.77,1.4,-48.8,-79.8
"DEC",6.2,"WEL",11,4,0,-2.2,-5.7,0.35,0.46,0.13,0.21,17.8,14.2,1.6,-17.5,-78.8
"DEC",6.2,"NUT",22,6.8,1.2,0.6,1.2,0.54,0.5,0.19,0.16,17.8,20.2,2.3,11.7,-75.4
"DEC",6.2,"WLA",11,6,0.5,-0.2,-5.7,0.49,0.4,0.16,0.09,17.8,19.1,2.5,6.3,-74.5
"DEC",6.2,"SLA",9,9.7,1.3,3.5,-4.9,0.74,0.69,0.19,0.12,17.8,23.3,2.3,26.8,-75.4
