"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",6.8,"SEL",10,3.03,0.4,-3.77,-6.4,0.27,0.4,0.14,0.22,18.5,8.41,1.3,-47.5,-81
"JAN",6.8,"WEL",13,5.4,0.5,-1.4,-6.3,0.41,0.58,0.15,0.23,18.5,15,2.8,-16.5,-73.9
"JAN",6.8,"NUT",20,9,0.4,2.2,0.4,0.64,0.5,0.14,0.12,18.5,20.5,2.1,9.4,-77.2
"JAN",6.8,"WLA",17,6.7,0.5,-0.1,-6.3,0.49,0.45,0.15,0.09,18.5,21.7,4.3,15.1,-66.8
"JAN",6.8,"SLA",10,8.3,0.7,1.5,-6.1,0.6,0.58,0.16,0.1,18.5,19.4,1.9,4.2,-78.1
"FEB",4.8,"SEL",9,1.39,0.3,-3.41,-4.5,0.24,0.27,0.17,0.16,17.1,8.28,2.3,-44.4,-74.6
"FEB",4.8,"WEL",8,4.8,1.1,0,-3.3,0.5,0.72,0.22,0.24,17.1,13.5,3.7,-18.1,-67.5
"FEB",4.8,"NUT",27,4.4,0.7,-0.4,0.7,0.47,0.5,0.19,0.25,17.1,16.9,2.8,-1,-72
"FEB",4.8,"WLA",16,6.4,1.5,1.6,-3.3,0.64,0.51,0.24,0.14,17.1,21.4,4.6,21.7,-63
"FEB",4.8,"SLA",8,5.3,0.3,0.5,-4.5,0.55,0.41,0.17,0.09,17.1,20.3,10.4,16.1,-33.7
"MAR",6.9,"SEL",7,3.99,0.6,-2.91,-6.3,0.32,0.47,0.16,0.19,16.2,9.89,4.2,-33.3,-63.3
"MAR",6.9,"WEL",5,4.8,1.2,-2.1,-4.6,0.37,0.54,0.18,0.23,16.2,13.2,4.3,-15.8,-62.8
"MAR",6.9,"NUT",37,7.1,1,0.2,1,0.51,0.5,0.17,0.19,16.2,16.8,2.2,3.2,-73.9
"MAR",6.9,"WLA",16,8.6,2.3,1.7,-4.6,0.61,0.55,0.23,0.15,16.2,17.8,3.5,8.4,-67
