"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"AUG",4.1,"NUT",34,3.6,1.1,-0.5,1.1,0.43,0.5,0.13,0.13,9.8,9.1,1.5,-5.6,-66.2
"AUG",4.1,"WLA",12,4.1,1.3,0,-2.8,0.5,0.53,0.15,0.11,9.8,10.4,3.2,4.8,-52.6
"AUG",4.1,"SLA",5,3.4,0.8,-0.7,-3.3,0.4,0.4,0.11,0.07,9.8,8.3,2.7,-12,-56.6
"SEP",2.3,"SEL",8,3.35,1,1.05,-1.3,0.73,0.65,0.23,0.27,11.3,13.83,4.7,18,-47
"SEP",2.3,"WEL",8,1.6,0.5,-0.7,-1.6,0.35,0.36,0.16,0.21,11.3,10.6,3,-5,-59.1
"SEP",2.3,"NUT",36,2.3,0.2,0,0.2,0.5,0.5,0.12,0.1,11.3,11.5,1.2,1.4,-71.9
"SEP",2.3,"WLA",11,2,0.7,-0.3,-1.6,0.44,0.5,0.19,0.14,11.3,11.3,2.7,0,-61.2
"SEP",2.3,"SLA",5,2.2,0.9,-0.1,-1.4,0.48,0.56,0.22,0.18,11.3,9,2.5,-16.4,-62.7
"OCT",3.4,"SEL",10,4.64,1.9,1.24,-1.5,0.7,0.66,0.27,0.23,14.5,15.72,5.8,7.1,-50.4
"OCT",3.4,"WEL",10,2.9,1.4,-0.5,-2.2,0.42,0.38,0.2,0.18,14.5,13.9,4.7,-3.5,-56.8
"OCT",3.4,"NUT",30,3.2,0.2,-0.2,0.2,0.47,0.5,0.09,0.13,14.5,14.9,2.3,2.3,-70.7
"OCT",3.4,"WLA",10,4.3,1.2,0.9,-2.2,0.65,0.64,0.18,0.14,14.5,16.5,2.5,11.6,-69.6
"OCT",3.4,"SLA",8,2.7,1,-0.7,-2.4,0.38,0.35,0.16,0.12,14.5,10.7,2.4,-22,-70.2
"NOV",5.6,"SEL",14,5.84,1.8,0.24,-3.8,0.53,0.49,0.18,0.19,16.8,15.31,4.6,-7.6,-62.4
"NOV",5.6,"WEL",12,6.1,1.1,0.5,-4.8,0.55,0.51,0.14,0.15,16.8,17.1,3.5,1.5,-68.1
"NOV",5.6,"NUT",22,6,0.8,0.4,0.8,0.54,0.5,0.12,0.11,16.8,19.2,2.8,12.3,-71.6
"NOV",5.6,"WLA",11,5,0.8,-0.6,-4.8,0.44,0.57,0.12,0.11,16.8,16.4,2.1,-2.1,-75.2
"NOV",5.6,"SLA",11,4.1,0.6,-1.5,-5,0.36,0.45,0.11,0.1,16.8,13.8,4,-15.3,-65.5
"DEC",5.5,"SEL",13,5.24,2.1,-0.26,-3.4,0.47,0.51,0.16,0.14,16.1,13.46,3.9,-14,-64.7
"DEC",5.5,"WEL",11,4.9,2.2,-0.6,-5,0.43,0.46,0.17,0.15,16.1,16,3.7,-0.5,-65.8
"DEC",5.5,"NUT",22,5.7,1.3,0.2,1.3,0.52,0.5,0.11,0.06,16.1,18.3,2.8,11.7,-70.6
"DEC",5.5,"WLA",11,7.2,0.5,1.7,-5,0.69,0.63,0.08,0.12,16.1,17.3,2.8,6.4,-70.6
"DEC",5.5,"SLA",9,3.9,0.8,-1.6,-4.7,0.32,0.34,0.09,0.13,16.1,13,3.6,-16.5,-66.3
