"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",5.7,"SEL",10,4.23,0.7,-1.47,-5,0.36,0.38,0.11,0.09,17.1,12.63,3.7,-22.5,-67.5
"JAN",5.7,"WEL",13,6.1,0.2,0.4,-4.9,0.54,0.6,0.09,0.06,17.1,18.1,5.2,5,-60
"JAN",5.7,"NUT",20,7.5,0.7,1.8,0.7,0.67,0.5,0.11,0.13,17.1,19.7,2.4,13.1,-74.1
"JAN",5.7,"WLA",17,4.2,0.8,-1.5,-4.9,0.36,0.4,0.12,0.05,17.1,16.4,4.1,-3.5,-65.5
"JAN",5.7,"SLA",10,5.8,2.6,0.1,-3.1,0.51,0.67,0.23,0.18,17.1,13,3.9,-20.7,-66.5
"FEB",4.9,"SEL",9,3.99,1.1,-0.91,-3.8,0.38,0.43,0.11,0.12,17.2,12.75,6.1,-22.3,-55.7
"FEB",4.9,"WEL",8,5,1.3,0.1,-3.4,0.51,0.57,0.12,0.13,17.2,18.1,7.1,4.5,-50.6
"FEB",4.9,"NUT",27,5.1,0.8,0.2,0.8,0.52,0.51,0.09,0.07,17.2,17.8,2.3,3,-74.7
"FEB",4.9,"WLA",16,5.9,1.5,1,-3.4,0.63,0.6,0.13,0.15,17.2,18.4,4.8,6,-62.2
"FEB",4.9,"SLA",8,3.3,0.2,-1.6,-4.7,0.3,0.31,0.06,0.08,17.2,22,16.1,24,-5.5
"MAR",6.5,"SEL",7,4.41,1.9,-2.09,-4.6,0.33,0.36,0.17,0.11,15.9,13.41,8.2,-13.4,-41.3
"MAR",6.5,"WEL",5,7,3.7,0.5,-4.7,0.54,0.7,0.28,0.27,15.9,17.8,6.7,10.2,-49.3
"MAR",6.5,"NUT",37,7.1,0.9,0.6,0.9,0.55,0.5,0.12,0.14,15.9,16.2,2.1,1.6,-74
"MAR",6.5,"WLA",16,6.3,1.8,-0.2,-4.7,0.48,0.54,0.16,0.12,15.9,15.3,4.2,-3.2,-62.7
"MAR",6.5,"SLA",3,3.9,1.1,-2.6,-5.4,0.29,0.28,0.13,0.08,15.9,22.8,20,37,22
"APR",5.8,"SEL",2,4.35,3.1,-1.45,-2.7,0.38,0.33,0.28,0.2,12.4,17.13,11.1,31.2,-8.6
"APR",5.8,"WEL",11,6.1,2.1,0.3,-4.3,0.52,0.54,0.21,0.12,12.4,13.8,4.5,9.2,-52.1
"APR",5.8,"NUT",41,5.6,0.6,-0.2,0.6,0.48,0.5,0.13,0.11,12.4,12.2,1.8,-1.3,-70
"APR",5.8,"WLA",14,6.2,1.5,0.4,-4.3,0.53,0.48,0.18,0.24,12.4,10.7,3.2,-11.2,-60.7
"APR",5.8,"SLA",1,14.8,14.8,9,9,0.97,0.88,0.97,0.88,12.4,20.2,19.4,51.5,46.2
"MAY",3.6,"SEL",2,4.65,3.2,1.05,-0.4,0.69,0.49,0.42,0.26,10.7,17.66,11.2,51.7,3.7
"MAY",3.6,"WEL",14,4.7,0.9,1.1,-2.7,0.7,0.5,0.09,0.05,10.7,13.1,3.3,17.9,-55
"MAY",3.6,"NUT",40,3.5,0.6,-0.1,0.6,0.48,0.49,0.07,0.06,10.7,10.6,2.5,-0.7,-61
"MAY",3.6,"WLA",12,2.8,0.9,-0.8,-2.7,0.35,0.53,0.09,0.15,10.7,8.3,3.5,-17.9,-53.6
"MAY",3.6,"SLA",1,4.1,4.1,0.5,0.5,0.59,0.8,0.59,0.8,10.7,7.5,6.2,-23.8,-33.4
"JUN",3,"SEL",3,8.13,4.8,5.13,1.8,0.99,0.95,0.81,0.64,11.2,18.57,9.6,52.8,-11.5
"JUN",3,"WEL",12,3,1.5,0,-2.2,0.5,0.38,0.23,0.19,11.2,13.3,4,15.1,-51.6
"JUN",3,"NUT",40,3.1,0.6,0.1,0.6,0.52,0.49,0.12,0.09,11.2,10.7,3,-3.6,-58.8
"JUN",3,"WLA",11,1.7,0.8,-1.3,-2.2,0.26,0.52,0.14,0.14,11.2,9.6,3.9,-11.5,-52.3
"JUN",3,"SLA",2,1.3,0.5,-1.7,-2.5,0.2,0.32,0.11,0.07,11.2,6.8,2.9,-31.5,-59.5
"JUL",4.1,"SEL",6,4.88,3.2,0.78,-0.9,0.64,0.47,0.35,0.26,10.5,13.79,5.8,24.8,-35.5
"JUL",4.1,"WEL",8,5.4,0.9,1.3,-2.3,0.72,0.53,0.08,0.08,10.5,11.9,3,10.6,-56.6
"JUL",4.1,"NUT",41,4,1.3,-0.1,1.3,0.49,0.5,0.11,0.08,10.5,9.9,2.6,-4.5,-59.6
"JUL",4.1,"WLA",9,3.8,1.8,-0.3,-2.3,0.45,0.64,0.15,0.19,10.5,9.9,3.8,-4.5,-50.6
"JUL",4.1,"SLA",2,2.1,1.6,-2,-2.5,0.19,0.25,0.13,0.16,10.5,7.7,3.3,-21.1,-54.3
"AUG",4.1,"SEL",7,5.56,1.6,1.46,-2.5,0.7,0.54,0.18,0.17,9.8,13.55,4.5,29.9,-42.2
"AUG",4.1,"WEL",12,4.9,1.6,0.8,-2.8,0.62,0.47,0.18,0.17,9.8,9.4,3.5,-3.2,-50.2
