"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1920-12","1921-11","11","-0.89","-1.03","-9.84"
"1922-12","1927-12","38","-0.59","-1.56","-22.43"
"1928-04","1935-02","27","-0.62","-1.23","-16.87"
"1935-05","1946-12","79","-0.52","-1.49","-41.44"
"1947-02","1950-04","16","-0.65","-1.09","-10.43"
"1951-11","1954-12","34","-0.62","-1.5","-21.15"
"1955-12","1965-01","65","-0.87","-2.3","-56.69"
"1965-10","1978-12","110","-0.82","-2.26","-90.66"
"1981-03","1982-02","11","-1.55","-2.1","-17.02"
"1983-03","1986-04","37","-0.84","-1.94","-31.05"
"1988-11","2002-01","52","-0.58","-1.45","-30.19"
"2003-03","2009-11","67","-0.91","-2.01","-60.92"
"2010-01","2014-04","51","-1.23","-2.17","-62.8"
"2017-06","2019-12","12","-0.43","-0.89","-5.2"
