"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",3.6,"SEL",10,1.74,0.3,-1.86,-3.3,0.3,0.39,0.17,0.25,8.4,4.83,0.9,-32,-67.3
"JAN",3.6,"WEL",13,3.4,0.2,-0.2,-3.4,0.47,0.58,0.17,0.24,8.4,7.5,1.1,-8.1,-65.5
"JAN",3.6,"NUT",20,5.1,0.4,1.5,0.4,0.66,0.5,0.18,0.09,8.4,10.3,0.8,17,-68.2
"JAN",3.6,"WLA",17,3.5,0.2,-0.1,-3.4,0.49,0.48,0.17,0.18,8.4,8.5,1,0.9,-66.4
"JAN",3.6,"SLA",10,4.1,0.3,0.5,-3.3,0.55,0.54,0.17,0.19,8.4,7.9,0.5,-4.5,-70.9
"FEB",2.3,"SEL",9,1.08,0.4,-1.22,-1.9,0.28,0.32,0.18,0.18,6.3,3.54,1,-30.5,-58.6
"FEB",2.3,"WEL",8,2.5,0.4,0.2,-1.7,0.55,0.67,0.18,0.18,6.3,5,1.1,-14.4,-57.5
"FEB",2.3,"NUT",27,2.4,0.3,0.1,0.3,0.53,0.5,0.17,0.2,6.3,6.7,0.5,4.4,-64.1
"FEB",2.3,"WLA",16,2.7,0.6,0.4,-1.7,0.58,0.56,0.21,0.17,6.3,6.7,1,4.4,-58.6
"FEB",2.3,"SLA",8,1.5,0.2,-0.8,-2.1,0.36,0.32,0.16,0.13,6.3,10.8,7.2,49.7,10
"MAR",2.5,"SEL",7,2.01,0.2,-0.49,-2.3,0.44,0.53,0.22,0.23,5.4,4.01,1.4,-17,-49.1
"MAR",2.5,"WEL",5,1.6,0.5,-0.9,-2.3,0.38,0.45,0.25,0.28,5.4,4.1,0.8,-15.9,-56.5
"MAR",2.5,"NUT",37,2.8,0.1,0.3,0.1,0.54,0.5,0.21,0.22,5.4,6,0.2,7.4,-63.8
"MAR",2.5,"WLA",16,2.3,0.2,-0.2,-2.3,0.48,0.5,0.22,0.2,5.4,4.7,0.4,-8.6,-61.4
"MAR",2.5,"SLA",3,2.3,0,-0.2,-2.5,0.48,0.5,0.2,0.17,5.4,10.3,8,60.1,31.9
"APR",1.5,"SEL",2,0.45,0.4,-1.05,-1.1,0.27,0.23,0.26,0.2,3.6,2.93,2,-10.6,-25.2
"APR",1.5,"WEL",11,0.9,0.2,-0.6,-1.3,0.37,0.58,0.22,0.11,3.6,3.5,0.4,-1.6,-50.4
"APR",1.5,"NUT",41,1.5,0.1,0,0.1,0.51,0.51,0.2,0.2,3.6,3.9,0.2,4.7,-53.6
