,datetime,ET
0,2001-01-01,45.513836477987425
1,2001-01-09,26.698224852071007
2,2001-01-17,28.798684210526318
3,2001-01-25,26.65961538461539
4,2001-02-02,25.64032258064516
5,2001-02-10,23.45621301775148
6,2001-02-18,32.21840490797546
7,2001-02-26,31.594936708860757
8,2001-03-06,32.619354838709675
9,2001-03-14,27.24
10,2001-03-22,26.16666666666667
11,2001-03-30,31.683720930232557
12,2001-04-07,33.424561403508775
13,2001-04-15,23.502564102564104
14,2001-04-23,33.045132743362835
15,2001-05-01,38.37692307692308
16,2001-05-09,33.16341463414634
17,2001-05-17,35.54166666666667
18,2001-05-25,41.12976190476191
19,2001-06-02,29.48965517241379
20,2001-06-10,24.07777777777778
21,2001-06-18,12.444444444444445
22,2001-07-04,39.43137254901961
23,2001-07-12,42.46774193548387
24,2001-07-20,41.55621301775148
25,2001-08-05,40.972121212121216
26,2001-08-13,29.200000000000003
27,2001-08-21,41.083333333333336
28,2001-08-29,38.05185185185186
29,2001-09-06,37.809333333333335
30,2001-09-14,36.594
31,2001-09-22,35.30248447204969
32,2001-09-30,32.381699346405235
33,2001-10-08,35.80382165605096
34,2001-10-16,33.457988165680476
35,2001-10-24,29.73161290322581
36,2001-11-01,21.262962962962963
37,2001-11-09,25.057971014492754
38,2001-11-17,32.598192771084335
39,2001-11-25,24.878861788617886
40,2001-12-03,17.725
41,2001-12-19,24.33809523809524
42,2001-12-27,17.84890510948905
43,2002-01-01,27.13706293706294
44,2002-01-09,28.09178082191781
45,2002-01-17,24.721893491124263
46,2002-02-02,27.46194029850746
47,2002-02-10,25.327210884353743
48,2002-02-18,28.091176470588238
49,2002-02-26,26.75030303030303
50,2002-03-06,34.38676470588236
51,2002-03-14,31.34096385542169
52,2002-04-07,35.08579881656805
53,2002-04-15,26.86666666666667
54,2002-05-01,26.587155963302752
55,2002-05-09,32.01794871794872
56,2002-05-17,42.63333333333333
57,2002-05-25,41.20441176470589
58,2002-06-02,42.79220779220779
59,2002-06-10,45.71851851851852
60,2002-06-18,35.32835820895522
61,2002-06-26,28.200000000000003
62,2002-07-04,35.65263157894737
63,2002-07-20,40.793877551020415
64,2002-07-28,43.12134146341464
65,2002-08-05,37.832307692307694
66,2002-08-13,30.87777777777778
67,2002-08-21,41.47735849056604
68,2002-08-29,33.53103448275862
69,2002-09-06,34.94869565217391
70,2002-09-14,38.698136645962734
71,2002-09-22,35.290909090909096
72,2002-09-30,36.29166666666667
73,2002-10-08,30.02619047619048
74,2002-10-16,27.842335766423357
75,2002-10-24,28.9078431372549
76,2002-11-01,29.467346938775513
77,2002-11-09,25.748366013071895
78,2002-11-17,26.59940476190476
79,2002-11-25,25.862130177514793
80,2002-12-03,23.655555555555555
81,2002-12-11,24.527329192546585
82,2002-12-19,22.533333333333335
83,2002-12-27,15.695757575757577
84,2003-01-01,23.098726114649683
85,2003-01-09,19.65294117647059
86,2003-01-17,24.610236220472444
87,2003-01-25,25.75945945945946
88,2003-02-02,26.97030303030303
89,2003-02-10,23.21
90,2003-02-18,25.181818181818183
91,2003-02-26,28.380575539568344
92,2003-03-06,33.044654088050315
93,2003-03-14,31.80591715976331
94,2003-03-22,30.108130081300814
95,2003-03-30,29.117021276595747
96,2003-04-15,28.585714285714285
97,2003-04-23,35.08473282442748
98,2003-05-01,40.33484848484849
99,2003-05-09,42.403174603174605
100,2003-05-17,33.25289855072464
101,2003-05-25,37.442603550295864
102,2003-06-02,42.61836734693878
103,2003-06-10,37.01696428571429
104,2003-06-18,40.79575757575758
105,2003-06-26,35.80691823899371
106,2003-07-04,43.457142857142856
107,2003-07-12,29.0
108,2003-07-28,34.544117647058826
109,2003-08-05,41.25974842767296
110,2003-08-13,43.05786163522013
111,2003-08-21,43.532704402515726
112,2003-08-29,40.386875
113,2003-09-06,41.06036585365854
114,2003-09-14,37.98297872340426
115,2003-09-22,37.60448717948718
116,2003-09-30,35.45
117,2003-10-08,22.28
118,2003-10-16,29.16293706293706
119,2003-10-24,28.40920245398773
120,2003-11-01,27.632544378698228
121,2003-11-09,19.31696428571429
122,2003-11-17,22.711464968152868
123,2003-11-25,24.03
124,2003-12-03,27.447402597402597
125,2003-12-11,23.412666666666667
126,2003-12-19,19.610309278350517
127,2003-12-27,11.258823529411766
128,2004-01-01,26.537333333333336
129,2004-01-09,30.815476190476193
130,2004-01-17,22.781081081081084
131,2004-01-25,23.60566037735849
132,2004-02-02,28.126712328767123
133,2004-02-10,31.988489208633094
134,2004-02-18,28.188198757763974
135,2004-02-26,25.505737704918033
136,2004-03-05,35.00538461538462
137,2004-03-13,32.930769230769236
138,2004-03-29,45.03195266272189
139,2004-04-14,31.767716535433074
140,2004-04-22,39.86063829787234
141,2004-04-30,41.858823529411765
142,2004-05-08,30.48831168831169
143,2004-05-16,33.01428571428572
144,2004-05-24,46.870414201183436
145,2004-06-01,44.213913043478264
146,2004-06-09,40.823076923076925
147,2004-06-17,45.914880952380955
148,2004-06-25,38.2952380952381
149,2004-07-03,46.78461538461539
150,2004-07-11,41.68260869565218
151,2004-07-19,41.70239520958084
152,2004-07-27,44.235294117647065
153,2004-08-04,43.63214285714286
154,2004-08-12,39.90062893081762
155,2004-08-20,42.64201183431953
156,2004-08-28,41.113609467455625
157,2004-09-05,38.66449704142012
158,2004-09-13,36.637414965986395
159,2004-09-21,34.15157232704403
160,2004-09-29,32.35416666666667
161,2004-10-07,31.447096774193554
162,2004-10-15,29.097202797202797
163,2004-10-23,25.729411764705887
164,2004-11-08,29.01890243902439
165,2004-11-16,25.49142857142857
166,2004-11-24,28.055029585798817
167,2004-12-02,25.647019867549673
168,2004-12-10,24.730075187969927
169,2004-12-18,22.721118012422362
170,2004-12-26,19.274100719424464
171,2005-01-01,24.35777777777778
172,2005-01-09,26.326035502958582
173,2005-01-17,30.097385620915034
174,2005-01-25,29.933962264150946
175,2005-02-02,23.714285714285715
176,2005-02-10,29.29663865546219
177,2005-02-18,31.31301775147929
178,2005-02-26,31.62178217821782
179,2005-03-06,32.88476821192053
180,2005-03-14,23.883431952662722
181,2005-03-22,27.160000000000004
182,2005-03-30,34.52604166666667
183,2005-04-07,39.076422764227644
184,2005-04-15,34.77
185,2005-04-23,37.05647058823529
186,2005-05-01,43.34693877551021
187,2005-05-09,39.283431952662724
188,2005-05-17,40.04807692307693
189,2005-05-25,43.20769230769231
190,2005-06-02,42.37564102564103
191,2005-06-10,36.76041666666667
192,2005-06-18,41.684482758620696
193,2005-06-26,39.90412371134021
194,2005-07-12,42.66848484848485
195,2005-07-20,41.66745562130178
196,2005-07-28,41.716216216216225
197,2005-08-05,42.00181818181818
198,2005-08-13,43.349112426035504
199,2005-08-21,42.66107784431138
200,2005-08-29,44.29289940828403
201,2005-09-06,41.173584905660384
202,2005-09-14,39.02899408284024
203,2005-09-22,38.96369047619048
204,2005-09-30,37.04375
205,2005-10-08,34.14848484848485
206,2005-10-16,33.786206896551725
207,2005-10-24,28.373913043478264
208,2005-11-01,25.390740740740743
209,2005-11-09,28.950887573964497
210,2005-11-17,31.524691358024697
211,2005-11-25,31.00232558139535
212,2005-12-03,29.01180124223603
213,2005-12-11,27.041212121212126
214,2005-12-19,26.949375
215,2005-12-27,18.693548387096776
216,2006-01-01,27.855102040816327
217,2006-01-09,21.58658536585366
218,2006-01-17,21.270909090909093
219,2006-01-25,27.852222222222224
220,2006-02-02,26.49702380952381
221,2006-02-10,27.359235668789808
222,2006-02-26,22.681456953642385
223,2006-03-06,29.846341463414632
224,2006-03-14,26.785148514851485
225,2006-03-22,25.47727272727273
