,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,20.40237773643745,0.8032432179699784,0.8032432179699784
1219,1219,2021.0,August,26.363440398331527,1.037930724343761,1.037930724343761
1220,1220,2021.0,September,10.510378968584668,0.4137944475820735,0.4137944475820735
1221,1221,2021.0,October,9.781693403537457,0.3851060395093487,0.3851060395093487
1222,1222,2021.0,November,3.115275831012936,0.1226486547642888,0.1226486547642888
1223,1223,2021.0,December,67.8548779959207,2.6714518896031776,2.6714518896031776
1224,1224,2022.0,January,10.172077697711986,0.4004754999099207,0.4004754999099207
1225,1225,2022.0,February,10.20790067085853,0.4018858531834067,0.4018858531834067
1226,1226,2022.0,March,18.11897822788784,0.7133455995231431,0.7133455995231431
1227,1227,2022.0,April,28.636122619712747,1.1274064023508956,1.1274064023508956
1228,1228,2022.0,May,19.49889120164808,0.7676728819546489,0.7676728819546489
1229,1229,2022.0,June,21.409974926120636,0.8429123986661667,0.8429123986661667
