"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",5.2,"SEL",10,3.33,0.8,-1.87,-4.4,0.33,0.43,0.14,0.19,14.5,9.54,3,-28.8,-66.7
"JAN",5.2,"WEL",13,4.7,0.8,-0.5,-5.2,0.45,0.58,0.14,0.19,14.5,13.4,2.2,-6.4,-71.3
"JAN",5.2,"NUT",20,6.7,1.2,1.5,1.2,0.65,0.5,0.17,0.1,14.5,16.7,2.8,12.8,-67.8
"JAN",5.2,"WLA",17,4.7,0,-0.5,-5.2,0.45,0.46,0.1,0.1,14.5,14.4,2,-0.6,-72.5
"JAN",5.2,"SLA",10,5.9,1.2,0.7,-4,0.57,0.57,0.17,0.16,14.5,14.2,1.9,-1.8,-73.1
"FEB",4.5,"SEL",9,3.08,1.5,-1.42,-3,0.34,0.39,0.19,0.23,12.1,7.16,3.1,-33.3,-60.6
"FEB",4.5,"WEL",8,4.5,0.8,0,-3.4,0.5,0.56,0.14,0.17,12.1,10.9,2,-8.1,-68
"FEB",4.5,"NUT",27,4.6,1.1,0.1,1.1,0.51,0.5,0.16,0.16,12.1,12.7,1.7,4,-70.1
"FEB",4.5,"WLA",16,5.1,1.1,0.6,-3.4,0.57,0.55,0.16,0.14,12.1,13.2,2.5,7.4,-64.7
"FEB",4.5,"SLA",8,3.9,0.3,-0.6,-4.2,0.43,0.4,0.11,0.09,12.1,17.3,9.7,35,-16.2
"MAR",4.8,"SEL",7,3.13,0.7,-1.67,-4.1,0.34,0.45,0.15,0.21,9.5,7.23,2.6,-18.5,-56.3
"MAR",4.8,"WEL",5,4.2,0.6,-0.6,-3.9,0.44,0.57,0.15,0.2,9.5,8.9,1.3,-4.9,-67
"MAR",4.8,"NUT",37,5.4,0.5,0.6,0.5,0.56,0.5,0.14,0.13,9.5,10,0.8,4.1,-71
"MAR",4.8,"WLA",16,4.6,0.9,-0.2,-3.9,0.48,0.52,0.16,0.14,9.5,9.1,1.6,-3.3,-64.5
"MAR",4.8,"SLA",3,4.4,0.4,-0.4,-4.4,0.46,0.49,0.13,0.11,9.5,14.4,10.4,40,7.4
"APR",2.8,"SEL",2,0.95,0.9,-1.85,-1.9,0.24,0.25,0.23,0.24,5.9,5.33,2.1,-6.6,-43.9
"APR",2.8,"WEL",11,2.2,0.6,-0.6,-2.3,0.41,0.55,0.2,0.18,5.9,6,1,1.2,-56.7
"APR",2.8,"NUT",41,2.7,0.1,-0.1,0.1,0.48,0.51,0.15,0.12,5.9,5.9,0.3,0,-64.8
"APR",2.8,"WLA",14,3.5,0.5,0.7,-2.3,0.6,0.46,0.19,0.2,5.9,5.3,0.7,-6.9,-60.1
"APR",2.8,"SLA",1,9,9,6.2,6.2,0.99,0.9,0.99,0.9,5.9,10.3,10.2,50.9,49.8
"MAY",1.9,"SEL",2,3.15,1,1.25,-0.9,0.78,0.6,0.3,0.26,4,5.13,1.4,16.7,-38.5
"MAY",1.9,"WEL",14,2.5,0.1,0.6,-1.7,0.65,0.49,0.15,0.15,4,4.6,0.4,8.9,-53.4
"MAY",1.9,"NUT",40,1.9,0.2,0,0.2,0.51,0.49,0.16,0.13,4,4.1,0.2,1.5,-56.3
"MAY",1.9,"WLA",12,1,0.2,-0.9,-1.7,0.3,0.46,0.16,0.12,4,2.6,0.5,-20.8,-51.9
"MAY",1.9,"SLA",1,1,1,-0.9,-0.9,0.3,0.46,0.3,0.46,4,1.8,1.7,-32.7,-34.1
"JUN",1.2,"SEL",3,1.23,0.2,0.03,-1,0.52,0.48,0.25,0.17,3.8,5.32,0.9,23.2,-44.3
"JUN",1.2,"WEL",12,1.3,0.3,0.1,-1.2,0.54,0.51,0.27,0.2,3.8,3.7,0.7,-1.6,-47.4
"JUN",1.2,"NUT",40,1.3,0,0.1,0,0.54,0.51,0.21,0.22,3.8,3.8,0.1,0,-56.5
"JUN",1.2,"WLA",11,0.8,0,-0.4,-1.2,0.4,0.53,0.21,0.2,3.8,2.9,0.4,-13.8,-51.9
"JUN",1.2,"SLA",2,0.3,0.2,-0.9,-1,0.27,0.31,0.25,0.27,3.8,1.9,0.8,-29,-45.9
"JUL",0.9,"SEL",6,0.75,0.2,-0.15,-0.7,0.44,0.48,0.16,0.15,4.1,6.54,1.3,35.6,-40.9
"JUL",0.9,"WEL",8,0.8,0,-0.1,-0.6,0.47,0.51,0.1,0.09,4.1,3.5,0.6,-8.8,-51.1
"JUL",0.9,"NUT",41,0.9,0,0,0,0.53,0.48,0.1,0.1,4.1,4,0.3,-1.4,-55.5
"JUL",0.9,"WLA",9,0.8,0.3,-0.1,-0.6,0.47,0.59,0.2,0.23,4.1,3.9,0.4,-2.9,-54
"JUL",0.9,"SLA",2,0.5,0.5,-0.4,-0.4,0.3,0.37,0.3,0.37,4.1,2.4,0.9,-24.8,-46.7
"AUG",1.7,"SEL",7,3.34,0.5,1.64,-1.2,0.81,0.67,0.26,0.24,4.9,8.93,1.3,52.7,-47.1
"AUG",1.7,"WEL",12,1.6,0.4,-0.1,-1.6,0.48,0.4,0.24,0.23,4.9,3.8,0.6,-14.4,-56.2
"AUG",1.7,"NUT",34,1.6,0.1,-0.1,0.1,0.48,0.5,0.2,0.2,4.9,4.9,0.4,0,-58.8
"AUG",1.7,"WLA",12,1.3,0.1,-0.4,-1.6,0.42,0.55,0.2,0.08,4.9,4.5,0.5,-5.2,-57.5
"AUG",1.7,"SLA",5,1.1,0.1,-0.6,-1.6,0.38,0.44,0.2,0.08,4.9,2.4,0.5,-32.7,-57.5
"SEP",1.5,"SEL",8,2.45,0.6,0.95,-0.9,0.71,0.69,0.3,0.26,7.2,8.85,1.5,16.6,-57.3
"SEP",1.5,"WEL",8,1.1,0.2,-0.4,-1.5,0.4,0.37,0.22,0.19,7.2,4.8,1.1,-24.1,-61.3
"SEP",1.5,"NUT",36,1.5,0.2,0,0.2,0.5,0.5,0.22,0.23,7.2,8,0.3,8,-69.4
"SEP",1.5,"WLA",11,1.8,0,0.3,-1.5,0.57,0.6,0.19,0.19,7.2,8.9,1,17.1,-62.3
"SEP",1.5,"SLA",5,0.8,0.3,-0.7,-1.2,0.34,0.36,0.24,0.25,7.2,4.5,1,-27.1,-62.3
"OCT",1.7,"SEL",10,3.14,0.2,1.44,-1.5,0.78,0.67,0.22,0.21,10.8,9.6,1.6,-8.9,-67.9
"OCT",1.7,"WEL",10,1.1,0,-0.6,-1.3,0.38,0.33,0.19,0.18,10.8,8.9,1.3,-14,-70.1
"OCT",1.7,"NUT",30,1.8,0.1,0.1,0.1,0.53,0.49,0.2,0.18,10.8,11.7,0.1,6.7,-79
"OCT",1.7,"WLA",10,1.4,0.4,-0.3,-1.3,0.44,0.64,0.25,0.32,10.8,12.9,1.6,15.5,-67.9
"OCT",1.7,"SLA",8,0.5,0.1,-1.2,-1.6,0.27,0.35,0.2,0.24,10.8,10.7,1,-0.7,-72.3
"NOV",4,"SEL",14,3.26,0.7,-0.74,-3.3,0.42,0.54,0.17,0.19,14.3,9.79,2.2,-26.5,-71
"NOV",4,"WEL",12,2.6,0.9,-1.4,-3.4,0.35,0.44,0.19,0.21,14.3,12.5,2.1,-10.6,-71.6
"NOV",4,"NUT",22,4.7,0,0.7,0,0.58,0.5,0.13,0.09,14.3,16.6,1.2,13.5,-76.8
"NOV",4,"WLA",11,5.7,0.6,1.7,-3.4,0.69,0.62,0.17,0.17,14.3,16.2,1.2,11.2,-76.8
"NOV",4,"SLA",11,3.2,0.6,-0.8,-3.4,0.41,0.38,0.17,0.17,14.3,16.1,2.1,10.5,-71.6
"DEC",5.1,"SEL",13,3.2,0.7,-1.9,-4.4,0.32,0.36,0.13,0.15,14.8,9.61,3,-29.6,-67.3
"DEC",5.1,"WEL",11,5.2,0.4,0.1,-4.5,0.51,0.57,0.12,0.14,14.8,14.4,2,-2.3,-73
"DEC",5.1,"NUT",22,5.2,0,0.1,0,0.51,0.51,0.1,0.08,14.8,16.5,2.3,9.7,-71.2
"DEC",5.1,"WLA",11,5.8,0.6,0.7,-4.5,0.58,0.52,0.13,0.13,14.8,15.6,1.7,4.6,-74.7
