"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",5.9,"SEL",10,3.62,0,-2.28,-5.9,0.34,0.43,0.15,0.21,14.4,8.06,0.7,-37,-79.9
"JAN",5.9,"WEL",13,5.6,0.5,-0.3,-5.8,0.48,0.56,0.17,0.24,14.4,12.7,1.7,-9.9,-74.1
"JAN",5.9,"NUT",20,7.1,0.4,1.2,0.4,0.58,0.5,0.17,0.07,14.4,16.2,1.3,10.5,-76.4
"JAN",5.9,"WLA",17,5.2,0.1,-0.7,-5.8,0.45,0.42,0.15,0.16,14.4,15.8,1,8.2,-78.2
"JAN",5.9,"SLA",10,8.7,1.5,2.8,-4.4,0.69,0.63,0.22,0.22,14.4,14.8,2,2.3,-72.3
"FEB",3.9,"SEL",9,1.63,0.3,-2.27,-3.6,0.23,0.32,0.12,0.14,11.5,6.04,1.1,-38.3,-73
"FEB",3.9,"WEL",8,3.4,1.2,-0.5,-3.3,0.43,0.65,0.19,0.25,11.5,9,1.8,-17.5,-68.1
"FEB",3.9,"NUT",27,4.4,0.7,0.5,0.7,0.56,0.5,0.15,0.14,11.5,12,1,3.5,-73.7
"FEB",3.9,"WLA",16,5,0.6,1.1,-3.3,0.63,0.57,0.14,0.11,11.5,14.5,1.6,21.1,-69.5
"FEB",3.9,"SLA",8,2.9,0,-1,-3.9,0.37,0.31,0.1,0.08,11.5,15.4,9.8,27.4,-11.9
"MAR",4.6,"SEL",7,2.81,0.4,-1.79,-4.2,0.33,0.46,0.15,0.22,9.7,6.66,1.4,-24.4,-66.7
"MAR",4.6,"WEL",5,3.7,0,-0.9,-4.3,0.42,0.56,0.13,0.19,9.7,7.9,1,-14.5,-69.9
"MAR",4.6,"NUT",37,4.7,0.2,0.1,0.2,0.51,0.5,0.14,0.12,9.7,10.2,0.7,4,-72.3
"MAR",4.6,"WLA",16,5.6,0.3,1,-4.3,0.6,0.54,0.15,0.15,9.7,10.9,1.1,9.6,-69.1
"MAR",4.6,"SLA",3,3.2,0.5,-1.4,-4.1,0.37,0.33,0.16,0.16,9.7,13.5,10.8,30.5,8.8
"APR",3,"SEL",2,1.6,0.4,-1.4,-2.6,0.32,0.44,0.2,0.17,6.1,6.62,2.6,5.9,-39.5
"APR",3,"WEL",11,1.9,0.6,-1.1,-2.3,0.36,0.52,0.22,0.21,6.1,5.5,1.2,-6.8,-55.4
"APR",3,"NUT",41,2.9,0.1,-0.1,0.1,0.48,0.49,0.17,0.19,6.1,6.5,0.5,4.5,-63.3
"APR",3,"WLA",14,3.9,0.7,0.9,-2.3,0.61,0.47,0.23,0.15,6.1,6.1,0.9,0,-58.8
"APR",3,"SLA",1,9.3,9.3,6.3,6.3,0.98,0.93,0.98,0.93,6.1,10.7,10.6,52,50.9
"MAY",2.1,"SEL",2,2.25,0.6,0.15,-1.5,0.52,0.5,0.2,0.22,4.7,6.82,2.4,28.5,-30.9
"MAY",2.1,"WEL",14,2.3,0.4,0.2,-2,0.54,0.5,0.17,0.19,4.7,5,0.8,4.1,-52.4
"MAY",2.1,"NUT",40,2.6,0.4,0.5,0.4,0.6,0.51,0.17,0.15,4.7,5.3,0.6,8.1,-55
"MAY",2.1,"WLA",12,1.4,0.1,-0.7,-2,0.34,0.54,0.13,0.1,4.7,3.5,0.3,-16.1,-59.1
"MAY",2.1,"SLA",1,1,1,-1.1,-1.1,0.26,0.37,0.26,0.37,4.7,2,1.9,-36.3,-37.6
"JUN",1,"SEL",3,2.77,1.6,1.77,0.6,0.97,0.84,0.74,0.53,4.7,7.67,2.4,39.9,-30.9
"JUN",1,"WEL",12,1.3,0.2,0.3,-0.9,0.62,0.43,0.17,0.15,4.7,5.3,1,8.1,-49.7
"JUN",1,"NUT",40,1,0,0,0,0.48,0.51,0.12,0.08,4.7,4.7,0.2,0,-60.4
"JUN",1,"WLA",11,0.8,0.1,-0.2,-0.9,0.4,0.58,0.15,0.21,4.7,3.8,0.3,-12,-59.1
"JUN",1,"SLA",2,0.4,0.3,-0.6,-0.7,0.24,0.36,0.2,0.3,4.7,1.6,1.2,-41.6,-47
"JUL",1.6,"SEL",6,1.8,0.2,0.2,-1.4,0.57,0.56,0.16,0.15,5.6,7.36,1.7,21.1,-46.7
"JUL",1.6,"WEL",8,1.4,0.2,-0.2,-1.5,0.45,0.44,0.16,0.15,5.6,5.1,1,-6,-55.1
"JUL",1.6,"NUT",41,1.7,0.2,0.1,0.2,0.54,0.49,0.16,0.14,5.6,5.9,0.5,3.6,-61.1
"JUL",1.6,"WLA",9,1.3,0.1,-0.3,-1.5,0.43,0.61,0.14,0.19,5.6,4.9,1,-8.4,-55.1
"JUL",1.6,"SLA",2,0.6,0.6,-1,-1,0.24,0.35,0.24,0.35,5.6,2.2,1.5,-40.7,-49.1
"AUG",2.1,"SEL",7,3.1,0.6,1,-1.5,0.7,0.57,0.22,0.12,6.3,8.46,2.2,23.9,-45.3
"AUG",2.1,"WEL",12,2.6,0.6,0.5,-2,0.61,0.46,0.22,0.12,6.3,6.7,1.2,4.4,-56.4
"AUG",2.1,"NUT",34,2,0,-0.1,0,0.48,0.49,0.14,0.17,6.3,6.7,0.6,4.4,-63
"AUG",2.1,"WLA",12,1.7,0.1,-0.4,-2,0.42,0.62,0.15,0.11,6.3,4.9,1.4,-15.5,-54.2
"AUG",2.1,"SLA",5,0.6,0.3,-1.5,-1.8,0.22,0.22,0.17,0.14,6.3,3,1.2,-36.5,-56.4
"SEP",1.9,"SEL",8,2.46,0.9,0.56,-1,0.66,0.72,0.23,0.27,7.5,8.08,2,5.7,-53.7
"SEP",1.9,"WEL",8,1.1,0.2,-0.8,-1.1,0.28,0.32,0.1,0.12,7.5,5.8,1,-16.6,-63.4
"SEP",1.9,"NUT",36,2.2,0.3,0.3,0.3,0.59,0.51,0.12,0.11,7.5,9.3,0.9,17.5,-64.4
"SEP",1.9,"WLA",11,1.9,0.8,0,-1.1,0.5,0.69,0.21,0.17,7.5,7.4,1.7,-1,-56.6
"SEP",1.9,"SLA",5,1,0.6,-0.9,-1.3,0.25,0.25,0.17,0.11,7.5,5.1,1.1,-23.4,-62.4
"OCT",2.3,"SEL",10,2.9,0.7,0.6,-1.6,0.61,0.51,0.24,0.25,10.4,8.17,1.1,-17,-70.7
"OCT",2.3,"WEL",10,3,0.4,0.7,-1.8,0.63,0.52,0.2,0.22,10.4,7.8,0.9,-19.8,-72.3
"OCT",2.3,"NUT",30,2.5,0.3,0.2,0.3,0.54,0.51,0.19,0.13,10.4,11.5,1,8.3,-71.5
"OCT",2.3,"WLA",10,1.3,0.5,-1,-1.8,0.33,0.47,0.21,0.1,10.4,12.5,1,16,-71.5
"OCT",2.3,"SLA",8,1.4,0.3,-0.9,-2,0.35,0.53,0.19,0.06,10.4,12.7,1.2,17.5,-70
