"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"NOV",3.3,"SEL",14,2.72,0.4,-0.58,-2.9,0.42,0.6,0.18,0.16,14,8.89,0.4,-30.5,-81.2
"NOV",3.3,"WEL",12,1.7,0.4,-1.6,-2.9,0.3,0.38,0.18,0.16,14,10.4,1,-21.5,-77.6
"NOV",3.3,"NUT",22,4.6,0.3,1.3,0.3,0.65,0.5,0.17,0.15,14,16.1,1.1,12.6,-77
"NOV",3.3,"WLA",11,4.2,0.4,0.9,-2.9,0.61,0.61,0.18,0.14,14,16.4,0.6,14.3,-80
"NOV",3.3,"SLA",11,2.7,0.2,-0.6,-3.1,0.42,0.4,0.16,0.13,14,20,2.4,35.8,-69.3
"DEC",4.8,"SEL",13,2.55,0,-2.25,-4.8,0.32,0.43,0.15,0.16,14.6,7.8,0.3,-39.2,-82.4
"DEC",4.8,"WEL",11,3.1,0.1,-1.7,-4.7,0.36,0.5,0.16,0.16,14.6,12.1,1.8,-14.4,-73.8
"DEC",4.8,"NUT",22,4.4,0.4,-0.4,0.4,0.47,0.5,0.17,0.07,14.6,15.9,1.5,7.5,-75.5
"DEC",4.8,"WLA",11,7,0.1,2.2,-4.7,0.69,0.51,0.16,0.14,14.6,17.2,0.8,15,-79.6
"DEC",4.8,"SLA",9,8.6,0.7,3.8,-4.1,0.8,0.61,0.19,0.17,14.6,20.2,2.2,32.3,-71.5
