,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,49.678009558697134,1.9558271479802023,1.9558271479802023
1219,1219,2021.0,August,49.56709850077726,1.9514605708967427,1.9514605708967427
1220,1220,2021.0,September,88.21395519801548,3.472990362126594,3.472990362126594
1221,1221,2021.0,October,23.19771892197278,0.9132960205501096,0.9132960205501096
1222,1222,2021.0,November,50.85804701824578,2.0022853156789675,2.0022853156789675
1223,1223,2021.0,December,293.7208283093511,11.56381213816343,11.56381213816343
1224,1224,2022.0,January,41.11991572866634,1.618894320026234,1.618894320026234
1225,1225,2022.0,February,35.70164540349221,1.4055765906886697,1.4055765906886697
1226,1226,2022.0,March,68.16754796553631,2.683761730926627,2.683761730926627
1227,1227,2022.0,April,53.19504023571404,2.094292922665907,2.094292922665907
1228,1228,2022.0,May,38.583732741219656,1.5190445961110102,1.5190445961110102
1229,1229,2022.0,June,40.71723109848645,1.6030405944286006,1.6030405944286006
