"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1921-09","1971-01","125","-0.32","-1.26","-40.58"
"1972-01","1974-05","21","-0.75","-1.56","-15.69"
"1976-02","1978-12","27","-0.79","-1.4","-21.38"
"1981-03","1993-01","93","-0.51","-2.07","-47.43"
"1993-05","1996-10","41","-1.18","-2.06","-48.3"
"1997-12","2002-05","53","-1.71","-2.42","-90.72"
"2002-10","2004-05","19","-1.66","-2.76","-31.5"
"2005-10","2007-12","26","-1.02","-2.18","-26.65"
"2008-01","2015-09","90","-1.68","-3.54","-150.93"
"2016-04","2019-07","36","-0.59","-1.26","-21.38"
"2016-04","2019-12","0","NaN","Inf","0"
