"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",3,"SEL",10,1.37,0.1,-1.63,-2.9,0.28,0.37,0.15,0.23,8.8,4.15,0.8,-40.3,-69.3
"JAN",3,"WEL",13,3.2,0.3,0.2,-2.7,0.52,0.6,0.17,0.25,8.8,8,2.6,-6.9,-53.7
"JAN",3,"NUT",20,3.6,0.4,0.6,0.4,0.58,0.51,0.18,0.06,8.8,9.7,1.8,7.8,-60.6
"JAN",3,"WLA",17,2.9,0.3,-0.1,-2.7,0.48,0.45,0.17,0.18,8.8,9.8,2.3,8.7,-56.3
"JAN",3,"SLA",10,4,0.6,1,-2.4,0.63,0.58,0.2,0.2,8.8,9.2,1.9,3.5,-59.7
"FEB",2.6,"SEL",9,0.77,0.1,-1.83,-2.5,0.19,0.28,0.12,0.16,9.2,5.03,1.9,-34.9,-61.1
"FEB",2.6,"WEL",8,2.4,0.9,-0.2,-1.8,0.46,0.67,0.21,0.31,9.2,7.8,3.1,-11.7,-51.1
"FEB",2.6,"NUT",27,2.8,0.4,0.2,0.4,0.53,0.5,0.15,0.14,9.2,9.5,1.8,2.5,-62
"FEB",2.6,"WLA",16,3.2,0.8,0.6,-1.8,0.61,0.51,0.19,0.14,9.2,10.7,2.7,12.5,-54.4
"FEB",2.6,"SLA",8,2.9,0.2,0.3,-2.4,0.55,0.46,0.13,0.09,9.2,12.4,8.5,26.8,-5.9
"MAR",3.2,"SEL",7,2.01,0.6,-1.19,-2.6,0.28,0.46,0.1,0.18,10.7,8.31,4.8,-17.8,-43.9
"MAR",3.2,"WEL",5,2.4,1.4,-0.8,-2,0.35,0.55,0.18,0.32,10.7,9.3,3.4,-10.4,-54.3
"MAR",3.2,"NUT",37,3.3,1,0.1,1,0.53,0.5,0.14,0.14,10.7,11,2.4,2.2,-61.7
"MAR",3.2,"WLA",16,3.7,1.2,0.5,-2,0.61,0.56,0.16,0.08,10.7,11.2,2.3,3.7,-62.5
"MAR",3.2,"SLA",3,2.3,1.1,-0.9,-2.1,0.33,0.23,0.15,0.07,10.7,15.3,14.1,34.2,25.3
"APR",3.4,"SEL",2,2.25,1.2,-1.15,-2.2,0.3,0.34,0.16,0.13,10,9.8,6.4,-1.6,-28.3
"APR",3.4,"WEL",11,3,0.8,-0.4,-2.7,0.43,0.53,0.12,0.08,10,10,3.6,0,-50.2
"APR",3.4,"NUT",41,3.4,0.4,0,0.4,0.5,0.5,0.09,0.11,10,10.1,2,0.8,-62.8
"APR",3.4,"WLA",14,3.8,0.7,0.4,-2.7,0.57,0.48,0.11,0.06,10,9.6,1.5,-3.2,-66.7
"APR",3.4,"SLA",1,7.2,7.2,3.8,3.8,0.96,0.95,0.96,0.95,10,14.8,14,37.7,31.4
"MAY",4.1,"SEL",2,4.05,3,-0.05,-1.1,0.5,0.52,0.29,0.28,10.4,12.48,9.3,15.8,-8.4
"MAY",4.1,"WEL",14,3.9,1.2,-0.2,-3.7,0.47,0.49,0.07,0.05,10.4,11,4.9,4.5,-41.8
"MAY",4.1,"NUT",40,4.3,1,0.2,1,0.55,0.5,0.06,0.06,10.4,10.3,2.3,-0.8,-61.6
"MAY",4.1,"WLA",12,3.7,0.4,-0.4,-3.7,0.43,0.5,0.03,0.03,10.4,10.3,3.1,-0.8,-55.5
"MAY",4.1,"SLA",1,5.8,5.8,1.7,1.7,0.82,0.88,0.82,0.88,10.4,9.1,8,-9.9,-18.3
"JUN",2.5,"SEL",3,3.5,2.2,1,-0.3,0.81,0.61,0.41,0.23,9.8,12.92,9,24.9,-6.4
"JUN",2.5,"WEL",12,3.1,1.6,0.6,-2.1,0.71,0.49,0.22,0.12,9.8,11.2,5.1,11.2,-37.5
