,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,34.868946153290416,1.372793155641355,1.372793155641355
1219,1219,2021.0,August,29.701919108021016,1.1693668940165756,1.1693668940165756
1220,1220,2021.0,September,36.59832876555774,1.4408790852581788,1.4408790852581788
1221,1221,2021.0,October,24.102444823907348,0.9489151505475334,0.9489151505475334
1222,1222,2021.0,November,20.0544578785799,0.7895455857708622,0.7895455857708622
1223,1223,2021.0,December,160.89028175509705,6.334263061224294,6.334263061224294
1224,1224,2022.0,January,24.88536382208065,0.9797387331527816,0.9797387331527816
1225,1225,2022.0,February,14.98535932813372,0.589974776698178,0.589974776698178
1226,1226,2022.0,March,32.8109029653121,1.2917678332800042,1.2917678332800042
1227,1227,2022.0,April,33.378158540141825,1.3141007299268437,1.3141007299268437
1228,1228,2022.0,May,10.604449505708656,0.4174980120357738,0.4174980120357738
1229,1229,2022.0,June,24.56093470904292,0.9669659334268866,0.9669659334268866
