"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"APR",4.9,"WLA",14,5.9,2.6,1,-2.3,0.63,0.53,0.24,0.16,12.1,12.5,4.6,2.7,-50.5
"APR",4.9,"SLA",1,6,6,1.1,1.1,0.64,0.54,0.64,0.54,12.1,11.5,11.4,-4.1,-4.7
"MAY",4.1,"SEL",2,3.7,3.7,-0.4,-0.4,0.44,0.37,0.44,0.37,11.2,10.28,8.7,-6.6,-17.9
"MAY",4.1,"WEL",14,5.1,1.9,1,-3.7,0.63,0.52,0.22,0.21,11.2,12.5,5.3,9.3,-42.3
"MAY",4.1,"NUT",40,4,0.7,-0.1,0.7,0.48,0.5,0.11,0.11,11.2,11.5,3.3,2.1,-56.6
"MAY",4.1,"WLA",12,4.2,0.4,0.1,-3.7,0.51,0.48,0.09,0.11,11.2,10.8,3.9,-2.9,-52.3
"MAY",4.1,"SLA",1,4.3,4.3,0.2,0.2,0.52,0.49,0.52,0.49,11.2,9,8.8,-15.8,-17.2
"JUN",3.1,"SEL",3,2.3,1.8,-0.8,-1.3,0.31,0.34,0.22,0.23,11.4,12.21,8.7,5.7,-19.1
"JUN",3.1,"WEL",12,3.2,1.2,0.1,-1.5,0.51,0.54,0.13,0.14,11.4,12.1,5,5,-45.2
"JUN",3.1,"NUT",40,3.5,0.9,0.4,0.9,0.58,0.5,0.1,0.08,11.4,11.6,3.8,1.4,-53.7
"JUN",3.1,"WLA",11,2.4,1.6,-0.7,-1.5,0.33,0.58,0.19,0.25,11.4,10.8,5.2,-4.3,-43.8
"JUN",3.1,"SLA",2,1.2,1.1,-1.9,-2,0.13,0.13,0.12,0.11,11.4,7.9,6.1,-24.8,-37.5
"JUL",4,"SEL",6,4.28,3.2,0.28,-0.8,0.56,0.52,0.35,0.3,12,14.64,8.6,17.9,-23.1
"JUL",4,"WEL",8,4.2,2.2,0.2,-2.1,0.54,0.51,0.19,0.14,12,12.2,5.6,1.4,-43.4
"JUL",4,"NUT",41,4,1.7,0,1.7,0.5,0.51,0.13,0.13,12,12.1,4.5,0.7,-50.8
"JUL",4,"WLA",9,4.2,1.9,0.2,-2.1,0.54,0.56,0.16,0.21,12,11.8,5.2,-1.4,-46.1
"JUL",4,"SLA",2,3.5,3.4,-0.5,-0.6,0.41,0.45,0.39,0.43,12,8.8,5.9,-21.7,-41.4
"AUG",4.3,"SEL",7,5.63,3.7,1.33,-0.6,0.71,0.59,0.4,0.3,13.9,17.15,6.6,19.5,-43.9
"AUG",4.3,"WEL",12,4.7,1.6,0.4,-2.6,0.57,0.45,0.13,0.09,13.9,13.4,5.7,-3,-49.3
"AUG",4.3,"NUT",34,4.1,1.2,-0.2,1.2,0.47,0.51,0.1,0.14,13.9,14.8,3.6,5.4,-61.9
"AUG",4.3,"WLA",12,4.2,1.7,-0.1,-2.6,0.49,0.58,0.14,0.07,13.9,12.4,5,-9,-53.5
"AUG",4.3,"SLA",5,3.2,1.6,-1.1,-2.7,0.33,0.33,0.13,0.06,13.9,9.2,4.2,-28.2,-58.3
"SEP",3.7,"SEL",8,4.73,1.7,1.03,-2,0.71,0.64,0.12,0.12,16.8,18.94,4.3,10.9,-63.9
"SEP",3.7,"WEL",8,3.3,1.8,-0.4,-2.1,0.4,0.36,0.13,0.13,16.8,13.9,5.2,-14.8,-59.4
"SEP",3.7,"NUT",36,4,1.6,0.3,1.6,0.56,0.5,0.11,0.09,16.8,17.9,3.9,5.6,-66
"SEP",3.7,"WLA",11,3.4,1.6,-0.3,-2.1,0.42,0.67,0.11,0.1,16.8,15.2,5.4,-8.2,-58.3
"SEP",3.7,"SLA",5,2.1,0.9,-1.6,-2.8,0.17,0.22,0.05,0.03,16.8,15.2,4.9,-8.2,-60.9
"OCT",5.9,"SEL",10,6.79,1.2,0.89,-4.7,0.61,0.57,0.09,0.13,19.8,18.41,3.4,-6.2,-72.7
"OCT",5.9,"WEL",10,5.4,2.3,-0.5,-4.2,0.45,0.44,0.15,0.19,19.8,20,5,0.9,-65.6
"OCT",5.9,"NUT",30,6.7,0.8,0.8,0.8,0.6,0.5,0.07,0.03,19.8,20.5,3.3,3.1,-73.2
"OCT",5.9,"WLA",10,4.8,1.7,-1.1,-4.2,0.38,0.6,0.11,0.1,19.8,17.8,4.1,-8.9,-69.6
"OCT",5.9,"SLA",8,3.9,1.7,-2,-4.2,0.28,0.42,0.11,0.1,19.8,20.3,6.7,2.2,-58.1
"NOV",7.2,"SEL",14,7.42,1.4,0.22,-5.8,0.52,0.59,0.1,0.12,19.8,13.93,2.8,-26,-75.4
"NOV",7.2,"WEL",12,5.2,1.1,-2,-5.1,0.33,0.39,0.09,0.11,19.8,19.1,3.9,-3.1,-70.5
"NOV",7.2,"NUT",22,7.2,1.5,0,1.5,0.5,0.5,0.1,0.06,19.8,21.2,3.5,6.2,-72.3
"NOV",7.2,"WLA",11,7,2.1,-0.2,-5.1,0.48,0.4,0.13,0.12,19.8,19.5,3.1,-1.3,-74.1
"NOV",7.2,"SLA",11,9.2,2.3,2,-4.9,0.67,0.56,0.14,0.13,19.8,23.5,7.5,16.4,-54.5
"DEC",6.7,"SEL",13,4.2,0.8,-2.5,-5.9,0.32,0.32,0.13,0.15,17.7,9.14,1.5,-41.9,-79.2
"DEC",6.7,"WEL",11,9.4,1.6,2.7,-6.4,0.7,0.66,0.17,0.19,17.7,18.9,5.6,5.9,-59.2
"DEC",6.7,"NUT",22,6.6,1,-0.1,1,0.49,0.5,0.14,0.14,17.7,18.7,2.5,4.9,-74.3
"DEC",6.7,"WLA",11,6,0.3,-0.7,-6.4,0.45,0.46,0.11,0.1,17.7,19.4,2.2,8.3,-75.8
"DEC",6.7,"SLA",9,7.2,2.7,0.5,-4,0.54,0.56,0.23,0.21,17.7,19.7,5.6,9.8,-59.2
