,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,0.8381574266761013,0.0329983238848858,0.0329983238848858
1219,1219,2021.0,August,1.606902133078265,0.0632638635070182,0.0632638635070182
1220,1220,2021.0,September,1.185742401512417,0.0466827717130872,0.0466827717130872
1221,1221,2021.0,October,1.674316426706032,0.0659179695553555,0.0659179695553555
1222,1222,2021.0,November,5.843829724915635,0.2300720364140013,0.2300720364140013
1223,1223,2021.0,December,125.41744272807648,4.937694595593562,4.937694595593562
1224,1224,2022.0,January,4.945598306035149,0.1947085947257932,0.1947085947257932
1225,1225,2022.0,February,7.013283551797359,0.2761135256613133,0.2761135256613133
1226,1226,2022.0,March,2.6823171722818406,0.1056030382788126,0.1056030382788126
1227,1227,2022.0,April,1.6500363455721612,0.0649620608492976,0.0649620608492976
1228,1228,2022.0,May,3.4171248850737803,0.1345324757903063,0.1345324757903063
1229,1229,2022.0,June,0.6584881706350654,0.0259247311273647,0.0259247311273647
