,datetime,ET,Month
0,2001-01-01,45.513836477987425,1
1,2001-01-09,26.698224852071007,1
2,2001-01-17,28.798684210526318,1
3,2001-01-25,26.65961538461539,1
4,2001-02-02,25.64032258064516,2
5,2001-02-10,23.45621301775148,2
6,2001-02-18,32.21840490797546,2
7,2001-02-26,31.594936708860757,2
8,2001-03-06,32.619354838709675,3
9,2001-03-14,27.24,3
10,2001-03-22,26.16666666666667,3
11,2001-03-30,31.683720930232557,3
12,2001-04-07,33.424561403508775,4
13,2001-04-15,23.502564102564104,4
14,2001-04-23,33.045132743362835,4
15,2001-05-01,38.37692307692308,5
16,2001-05-09,33.16341463414634,5
17,2001-05-17,35.54166666666667,5
18,2001-05-25,41.12976190476191,5
19,2001-06-02,29.48965517241379,6
20,2001-06-10,24.07777777777778,6
21,2001-06-18,12.444444444444445,6
22,2001-07-04,39.43137254901961,7
23,2001-07-12,42.46774193548387,7
24,2001-07-20,41.55621301775148,7
25,2001-08-05,40.972121212121216,8
26,2001-08-13,29.200000000000003,8
27,2001-08-21,41.083333333333336,8
28,2001-08-29,38.05185185185186,8
29,2001-09-06,37.809333333333335,9
30,2001-09-14,36.594,9
31,2001-09-22,35.30248447204969,9
32,2001-09-30,32.381699346405235,9
33,2001-10-08,35.80382165605096,10
34,2001-10-16,33.457988165680476,10
35,2001-10-24,29.73161290322581,10
36,2001-11-01,21.262962962962963,11
37,2001-11-09,25.057971014492754,11
38,2001-11-17,32.598192771084335,11
39,2001-11-25,24.878861788617886,11
40,2001-12-03,17.725,12
41,2001-12-19,24.33809523809524,12
42,2001-12-27,17.84890510948905,12
43,2002-01-01,27.13706293706294,1
44,2002-01-09,28.09178082191781,1
45,2002-01-17,24.721893491124263,1
46,2002-02-02,27.46194029850746,2
47,2002-02-10,25.327210884353743,2
48,2002-02-18,28.091176470588238,2
49,2002-02-26,26.75030303030303,2
50,2002-03-06,34.38676470588236,3
51,2002-03-14,31.34096385542169,3
52,2002-04-07,35.08579881656805,4
53,2002-04-15,26.86666666666667,4
54,2002-05-01,26.587155963302752,5
55,2002-05-09,32.01794871794872,5
56,2002-05-17,42.63333333333333,5
57,2002-05-25,41.20441176470589,5
58,2002-06-02,42.79220779220779,6
59,2002-06-10,45.71851851851852,6
60,2002-06-18,35.32835820895522,6
61,2002-06-26,28.200000000000003,6
62,2002-07-04,35.65263157894737,7
63,2002-07-20,40.793877551020415,7
64,2002-07-28,43.12134146341464,7
65,2002-08-05,37.832307692307694,8
66,2002-08-13,30.87777777777778,8
67,2002-08-21,41.47735849056604,8
68,2002-08-29,33.53103448275862,8
69,2002-09-06,34.94869565217391,9
70,2002-09-14,38.698136645962734,9
71,2002-09-22,35.290909090909096,9
72,2002-09-30,36.29166666666667,9
73,2002-10-08,30.02619047619048,10
74,2002-10-16,27.842335766423357,10
75,2002-10-24,28.9078431372549,10
76,2002-11-01,29.467346938775513,11
77,2002-11-09,25.748366013071895,11
78,2002-11-17,26.59940476190476,11
79,2002-11-25,25.862130177514793,11
80,2002-12-03,23.655555555555555,12
81,2002-12-11,24.527329192546585,12
82,2002-12-19,22.533333333333335,12
83,2002-12-27,15.695757575757577,12
84,2003-01-01,23.098726114649683,1
85,2003-01-09,19.65294117647059,1
86,2003-01-17,24.610236220472444,1
87,2003-01-25,25.75945945945946,1
88,2003-02-02,26.97030303030303,2
89,2003-02-10,23.21,2
90,2003-02-18,25.181818181818183,2
91,2003-02-26,28.380575539568344,2
92,2003-03-06,33.044654088050315,3
93,2003-03-14,31.80591715976331,3
94,2003-03-22,30.108130081300814,3
95,2003-03-30,29.117021276595747,3
96,2003-04-15,28.585714285714285,4
97,2003-04-23,35.08473282442748,4
98,2003-05-01,40.33484848484849,5
99,2003-05-09,42.403174603174605,5
100,2003-05-17,33.25289855072464,5
101,2003-05-25,37.442603550295864,5
102,2003-06-02,42.61836734693878,6
103,2003-06-10,37.01696428571429,6
104,2003-06-18,40.79575757575758,6
105,2003-06-26,35.80691823899371,6
106,2003-07-04,43.457142857142856,7
107,2003-07-12,29.0,7
108,2003-07-28,34.544117647058826,7
109,2003-08-05,41.25974842767296,8
110,2003-08-13,43.05786163522013,8
111,2003-08-21,43.532704402515726,8
112,2003-08-29,40.386875,8
113,2003-09-06,41.06036585365854,9
114,2003-09-14,37.98297872340426,9
115,2003-09-22,37.60448717948718,9
116,2003-09-30,35.45,9
117,2003-10-08,22.28,10
118,2003-10-16,29.16293706293706,10
119,2003-10-24,28.40920245398773,10
120,2003-11-01,27.632544378698228,11
121,2003-11-09,19.31696428571429,11
122,2003-11-17,22.711464968152868,11
123,2003-11-25,24.03,11
124,2003-12-03,27.447402597402597,12
125,2003-12-11,23.412666666666667,12
126,2003-12-19,19.610309278350517,12
127,2003-12-27,11.258823529411766,12
128,2004-01-01,26.537333333333336,1
129,2004-01-09,30.815476190476193,1
130,2004-01-17,22.781081081081084,1
131,2004-01-25,23.60566037735849,1
132,2004-02-02,28.126712328767123,2
133,2004-02-10,31.988489208633094,2
134,2004-02-18,28.188198757763974,2
135,2004-02-26,25.505737704918033,2
136,2004-03-05,35.00538461538462,3
137,2004-03-13,32.930769230769236,3
138,2004-03-29,45.03195266272189,3
139,2004-04-14,31.767716535433074,4
140,2004-04-22,39.86063829787234,4
141,2004-04-30,41.858823529411765,4
142,2004-05-08,30.48831168831169,5
143,2004-05-16,33.01428571428572,5
144,2004-05-24,46.870414201183436,5
145,2004-06-01,44.213913043478264,6
146,2004-06-09,40.823076923076925,6
147,2004-06-17,45.914880952380955,6
148,2004-06-25,38.2952380952381,6
149,2004-07-03,46.78461538461539,7
150,2004-07-11,41.68260869565218,7
151,2004-07-19,41.70239520958084,7
152,2004-07-27,44.235294117647065,7
153,2004-08-04,43.63214285714286,8
154,2004-08-12,39.90062893081762,8
155,2004-08-20,42.64201183431953,8
156,2004-08-28,41.113609467455625,8
157,2004-09-05,38.66449704142012,9
158,2004-09-13,36.637414965986395,9
159,2004-09-21,34.15157232704403,9
160,2004-09-29,32.35416666666667,9
161,2004-10-07,31.447096774193554,10
162,2004-10-15,29.097202797202797,10
163,2004-10-23,25.729411764705887,10
164,2004-11-08,29.01890243902439,11
165,2004-11-16,25.49142857142857,11
166,2004-11-24,28.055029585798817,11
167,2004-12-02,25.647019867549673,12
168,2004-12-10,24.730075187969927,12
169,2004-12-18,22.721118012422362,12
170,2004-12-26,19.274100719424464,12
171,2005-01-01,24.35777777777778,1
172,2005-01-09,26.326035502958582,1
173,2005-01-17,30.097385620915034,1
174,2005-01-25,29.933962264150946,1
175,2005-02-02,23.714285714285715,2
176,2005-02-10,29.29663865546219,2
177,2005-02-18,31.31301775147929,2
178,2005-02-26,31.62178217821782,2
179,2005-03-06,32.88476821192053,3
180,2005-03-14,23.883431952662722,3
181,2005-03-22,27.160000000000004,3
182,2005-03-30,34.52604166666667,3
183,2005-04-07,39.076422764227644,4
184,2005-04-15,34.77,4
185,2005-04-23,37.05647058823529,4
186,2005-05-01,43.34693877551021,5
187,2005-05-09,39.283431952662724,5
188,2005-05-17,40.04807692307693,5
189,2005-05-25,43.20769230769231,5
190,2005-06-02,42.37564102564103,6
