,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,196.2025307456216,7.724509084473291,7.724509084473291
1219,1219,2021.0,August,212.84810403677133,8.379846615620918,8.379846615620918
1220,1220,2021.0,September,53.73045137426355,2.115372101348959,2.115372101348959
1221,1221,2021.0,October,81.69871384756905,3.216484797148388,3.216484797148388
1222,1222,2021.0,November,33.22596084678566,1.308108694755341,1.308108694755341
1223,1223,2021.0,December,191.4941641838996,7.539140322200772,7.539140322200772
1224,1224,2022.0,January,25.745495397965986,1.013602181022283,1.013602181022283
1225,1225,2022.0,February,45.47150041768839,1.7902165518774955,1.7902165518774955
1226,1226,2022.0,March,130.27209250481573,5.128822539559675,5.128822539559675
1227,1227,2022.0,April,173.02633180723086,6.812060307371294,6.812060307371294
1228,1228,2022.0,May,133.74709450019586,5.265633641739995,5.265633641739995
1229,1229,2022.0,June,114.47768117045308,4.506995321671382,4.506995321671382
